person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_percent_income,cb_person_default_on_file,loan_status,rate_deviation
41000,RENT,6.0,EDUCATION,B,9000,11.48,0.22,N,0,0.4452671568627462
70000,RENT,0.0,DEBTCONSOLIDATION,B,15000,10.99,0.21,N,0,-0.04473284313725401
81600,RENT,6.0,MEDICAL,C,8000,12.84,0.1,Y,0,-0.6703425154041334
72252,MORTGAGE,6.0,VENTURE,A,8000,6.91,0.11,N,0,-0.4251758482653445
91000,MORTGAGE,0.0,PERSONAL,B,13000,10.59,0.14,N,0,-0.44473284313725436
75000,MORTGAGE,9.0,MEDICAL,A,8800,5.42,0.12,N,0,-1.9151758482653447
48000,RENT,3.0,VENTURE,B,10800,10.36,0.23,N,0,-0.6747328431372548
70000,RENT,0.0,MEDICAL,B,10000,9.99,0.14,N,0,-1.044732843137254
42000,RENT,2.0,VENTURE,C,6000,12.61,0.14,N,0,-0.9003425154041338
38400,RENT,4.0,MEDICAL,B,2000,11.49,0.05,N,0,0.455267156862746
60000,RENT,4.0,VENTURE,B,4000,11.49,0.07,N,0,0.455267156862746
33000,OWN,0.0,EDUCATION,D,10000,14.74,0.3,Y,0,-0.6645987286452115
35000,RENT,5.0,MEDICAL,A,5000,8.49,0.14,N,0,1.1548241517346556
50000,RENT,9.0,DEBTCONSOLIDATION,B,15000,9.88,0.3,N,0,-1.1547328431372534
60000,RENT,1.0,MEDICAL,B,10000,12.21,0.17,N,0,1.1752671568627466
67500,MORTGAGE,5.0,DEBTCONSOLIDATION,C,15000,13.11,0.22,Y,0,-0.4003425154041338
27000,MORTGAGE,9.0,EDUCATION,B,10000,11.26,0.37,N,0,0.22526715686274557
34000,RENT,2.0,HOMEIMPROVEMENT,D,7000,16.77,0.21,N,1,1.3654012713547878
55000,RENT,7.0,DEBTCONSOLIDATION,B,4800,11.99,0.09,N,0,0.955267156862746
120000,MORTGAGE,9.0,PERSONAL,B,25000,10.37,0.21,N,0,-0.664732843137255
36100,RENT,1.0,VENTURE,D,5000,12.92,0.14,Y,1,-2.484598728645212
40000,OWN,1.0,VENTURE,C,5000,12.84,0.13,Y,0,-0.6703425154041334
43200,RENT,2.0,PERSONAL,B,10000,9.88,0.23,N,0,-1.1547328431372534
90000,RENT,0.0,DEBTCONSOLIDATION,B,12000,9.99,0.13,N,0,-1.044732843137254
85000,RENT,5.0,VENTURE,A,10000,7.88,0.12,N,0,0.5448241517346553
49600,RENT,2.0,MEDICAL,B,12000,10.99,0.24,N,0,-0.04473284313725401
28000,RENT,6.0,DEBTCONSOLIDATION,B,9000,10.74,0.35,N,1,-0.294732843137254
44400,MORTGAGE,3.0,EDUCATION,B,15000,10.62,0.34,N,1,-0.414732843137255
34000,MORTGAGE,11.0,VENTURE,A,10000,6.54,0.29,N,1,-0.7951758482653446
119000,MORTGAGE,11.0,HOMEIMPROVEMENT,A,9000,6.03,0.08,N,0,-1.3051758482653444
70000,RENT,0.0,HOMEIMPROVEMENT,A,6000,8.94,0.09,N,0,1.6048241517346549
33000,RENT,9.0,DEBTCONSOLIDATION,D,4000,16.32,0.12,Y,1,0.9154012713547885
50000,MORTGAGE,2.0,VENTURE,A,12000,7.88,0.24,N,0,0.5448241517346553
55000,RENT,2.0,VENTURE,B,4000,11.12,0.07,N,0,0.085267156862745
90000,MORTGAGE,0.0,PERSONAL,B,3000,12.21,0.03,N,0,1.1752671568627466
35000,RENT,0.0,VENTURE,C,4000,13.85,0.11,N,0,0.3396574845958664
160000,MORTGAGE,12.0,DEBTCONSOLIDATION,A,6500,6.03,0.04,N,0,-1.3051758482653444
46000,RENT,3.0,DEBTCONSOLIDATION,C,7000,12.53,0.15,Y,0,-0.9803425154041339
68000,MORTGAGE,0.0,PERSONAL,B,24000,10.65,0.36,N,0,-0.38473284313725387
50000,RENT,0.0,PERSONAL,C,1800,13.48,0.04,Y,0,-0.030342515404132797
50000,RENT,4.0,DEBTCONSOLIDATION,B,8800,10.0,0.18,N,0,-1.0347328431372542
30000,RENT,2.0,MEDICAL,A,10000,7.51,0.33,N,1,0.17482415173465515
34000,RENT,3.0,DEBTCONSOLIDATION,D,6000,15.62,0.18,N,1,0.21540127135478748
25000,OWN,9.0,PERSONAL,D,6000,15.21,0.24,Y,0,-0.19459872864521088
94000,MORTGAGE,14.0,HOMEIMPROVEMENT,A,6000,7.51,0.06,N,0,0.17482415173465515
60000,MORTGAGE,5.0,PERSONAL,A,7000,6.91,0.12,N,0,-0.4251758482653445
148000,RENT,1.0,VENTURE,A,15000,9.63,0.1,N,1,2.294824151734656
63000,MORTGAGE,1.0,PERSONAL,C,20000,13.16,0.32,N,0,-0.3503425154041331
40000,RENT,1.0,EDUCATION,C,9000,13.92,0.23,N,0,0.4096574845958667
55000,OWN,4.0,PERSONAL,B,4000,10.99,0.07,N,0,-0.04473284313725401
24000,RENT,2.0,PERSONAL,A,6000,7.14,0.25,N,0,-0.19517584826534495
24996,RENT,0.0,MEDICAL,B,10750,11.83,0.43,N,1,0.7952671568627458
120000,OWN,3.0,EDUCATION,A,7000,7.74,0.06,N,0,0.4048241517346556
120000,RENT,4.0,PERSONAL,B,12000,11.71,0.1,N,0,0.6752671568627466
30000,RENT,2.0,MEDICAL,B,4200,11.36,0.14,N,1,0.3252671568627452
80000,MORTGAGE,2.0,PERSONAL,A,2500,7.9,0.03,N,0,0.5648241517346557
48000,OWN,5.0,EDUCATION,A,12000,5.42,0.25,N,0,-1.9151758482653447
66000,MORTGAGE,15.0,EDUCATION,B,21600,9.99,0.33,N,0,-1.044732843137254
105000,RENT,8.0,HOMEIMPROVEMENT,D,15000,14.3,0.14,N,0,-1.104598728645211
95000,MORTGAGE,13.0,DEBTCONSOLIDATION,C,5000,13.72,0.05,N,0,0.20965748459586742
44400,RENT,14.0,HOMEIMPROVEMENT,B,2100,10.65,0.05,N,1,-0.38473284313725387
100000,RENT,5.0,PERSONAL,B,14400,10.36,0.14,N,0,-0.6747328431372548
45000,MORTGAGE,4.0,VENTURE,B,5000,11.48,0.11,N,0,0.4452671568627462
33000,MORTGAGE,2.0,VENTURE,B,12000,12.69,0.36,N,0,1.6552671568627453
44000,RENT,4.0,EDUCATION,B,16000,10.99,0.36,N,1,-0.04473284313725401
90000,MORTGAGE,3.0,EDUCATION,A,6000,7.49,0.07,N,0,0.15482415173465558
59400,MORTGAGE,7.0,PERSONAL,A,5000,5.42,0.08,N,0,-1.9151758482653447
65000,MORTGAGE,1.0,HOMEIMPROVEMENT,B,5500,10.37,0.08,N,0,-0.664732843137255
93492,MORTGAGE,16.0,EDUCATION,B,25000,10.99,0.27,N,0,-0.04473284313725401
20000,RENT,4.0,MEDICAL,C,4350,13.85,0.23,Y,0,0.3396574845958664
62900,MORTGAGE,26.0,MEDICAL,D,10000,15.33,0.14,N,1,-0.07459872864521166
48000,MORTGAGE,7.0,VENTURE,A,12000,7.9,0.25,N,0,0.5648241517346557
34348,RENT,7.0,MEDICAL,A,5000,7.9,0.15,N,0,0.5648241517346557
60000,MORTGAGE,6.0,PERSONAL,B,5600,10.65,0.09,N,0,-0.38473284313725387
25800,MORTGAGE,2.0,PERSONAL,C,8500,13.92,0.34,Y,0,0.4096574845958667
52000,RENT,3.0,VENTURE,C,10000,13.98,0.19,Y,0,0.4696574845958672
50000,RENT,0.0,EDUCATION,A,6400,6.99,0.13,N,0,-0.3451758482653444
61193,MORTGAGE,5.0,EDUCATION,A,15000,8.59,0.25,N,0,1.2548241517346552
45000,MORTGAGE,8.0,EDUCATION,A,2000,6.99,0.04,N,0,-0.3451758482653444
35000,RENT,0.0,EDUCATION,A,1000,7.29,0.03,N,0,-0.0451758482653446
95004,MORTGAGE,5.0,EDUCATION,D,25000,15.62,0.26,Y,0,0.21540127135478748
64000,RENT,0.0,VENTURE,C,10000,14.26,0.16,N,1,0.7496574845958666
55000,RENT,1.0,EDUCATION,B,6000,9.91,0.11,N,0,-1.124732843137254
36000,MORTGAGE,8.0,EDUCATION,A,5000,5.79,0.14,N,0,-1.5451758482653446
75000,MORTGAGE,2.0,VENTURE,B,20000,12.69,0.27,N,0,1.6552671568627453
38000,RENT,0.0,MEDICAL,B,7000,11.36,0.18,N,0,0.3252671568627452
91000,MORTGAGE,9.0,HOMEIMPROVEMENT,A,1000,7.4,0.01,N,0,0.06482415173465572
24996,RENT,0.0,EDUCATION,A,2000,7.88,0.08,N,1,0.5448241517346553
39000,MORTGAGE,7.0,PERSONAL,D,6000,15.58,0.15,Y,1,0.17540127135478834
64500,RENT,7.0,DEBTCONSOLIDATION,B,3500,11.86,0.05,N,0,0.8252671568627452
75000,RENT,2.0,HOMEIMPROVEMENT,B,5000,10.25,0.07,N,0,-0.7847328431372542
80000,RENT,5.0,VENTURE,A,6000,7.49,0.07,N,0,0.15482415173465558
60000,RENT,5.0,PERSONAL,C,18000,13.49,0.3,N,0,-0.02034251540413301
85000,RENT,1.0,EDUCATION,B,9600,11.71,0.11,N,0,0.6752671568627466
66000,RENT,0.0,PERSONAL,D,25000,14.96,0.38,Y,1,-0.4445987286452109
30000,RENT,5.0,VENTURE,A,12000,5.79,0.4,N,1,-1.5451758482653446
70000,MORTGAGE,8.0,DEBTCONSOLIDATION,B,10000,12.18,0.14,N,0,1.1452671568627455
80000,RENT,0.0,EDUCATION,A,2000,6.91,0.03,N,0,-0.4251758482653445
30000,RENT,0.0,VENTURE,B,7500,10.95,0.25,N,0,-0.08473284313725493
65000,MORTGAGE,11.0,VENTURE,A,6000,7.88,0.09,N,0,0.5448241517346553
60000,RENT,4.0,DEBTCONSOLIDATION,C,10000,13.49,0.17,Y,0,-0.02034251540413301
36000,RENT,5.0,VENTURE,B,4500,11.49,0.13,N,0,0.455267156862746
92000,RENT,7.0,DEBTCONSOLIDATION,A,10000,7.51,0.11,N,0,0.17482415173465515
50000,RENT,4.0,DEBTCONSOLIDATION,C,7000,13.49,0.14,N,0,-0.02034251540413301
100000,OTHER,16.0,VENTURE,B,25000,11.58,0.25,N,0,0.5452671568627458
72000,RENT,1.0,MEDICAL,B,10000,12.42,0.14,N,0,1.3852671568627457
35000,RENT,1.0,PERSONAL,A,7000,6.03,0.2,N,0,-1.3051758482653444
30000,RENT,2.0,DEBTCONSOLIDATION,D,5000,15.31,0.17,N,1,-0.09459872864521124
55000,MORTGAGE,9.0,VENTURE,A,4000,5.79,0.07,N,0,-1.5451758482653446
64800,MORTGAGE,7.0,EDUCATION,A,5500,7.14,0.09,N,0,-0.19517584826534495
60000,OWN,8.0,MEDICAL,C,21000,13.92,0.37,N,0,0.4096574845958667
120000,MORTGAGE,12.0,DEBTCONSOLIDATION,A,10000,6.92,0.08,N,0,-0.4151758482653447
90000,RENT,9.0,DEBTCONSOLIDATION,B,5000,11.36,0.05,N,0,0.3252671568627452
80000,MORTGAGE,8.0,MEDICAL,A,6000,6.03,0.07,N,0,-1.3051758482653444
100000,RENT,7.0,VENTURE,A,6000,8.9,0.06,N,0,1.5648241517346557
45000,MORTGAGE,3.0,PERSONAL,A,6000,6.17,0.13,N,0,-1.1651758482653447
80000,RENT,3.0,DEBTCONSOLIDATION,C,4000,12.53,0.05,Y,0,-0.9803425154041339
58000,RENT,4.0,PERSONAL,A,6000,6.03,0.1,N,0,-1.3051758482653444
60000,OWN,0.0,VENTURE,A,6000,7.14,0.1,N,0,-0.19517584826534495
60000,MORTGAGE,11.0,PERSONAL,A,14000,7.9,0.23,N,0,0.5648241517346557
43000,OWN,3.0,VENTURE,A,3500,7.37,0.08,N,0,0.03482415173465547
48000,RENT,6.0,MEDICAL,A,9000,6.03,0.19,N,0,-1.3051758482653444
33000,RENT,0.0,PERSONAL,B,4000,10.95,0.12,N,0,-0.08473284313725493
44000,MORTGAGE,14.0,PERSONAL,C,13000,13.47,0.29,Y,1,-0.040342515404132584
75000,RENT,3.0,HOMEIMPROVEMENT,A,4000,7.9,0.05,N,0,0.5648241517346557
90000,MORTGAGE,5.0,DEBTCONSOLIDATION,A,5000,6.76,0.06,N,0,-0.5751758482653448
100000,MORTGAGE,0.0,HOMEIMPROVEMENT,C,15000,13.61,0.15,N,0,0.09965748459586621
100000,RENT,2.0,HOMEIMPROVEMENT,A,15000,7.88,0.15,N,0,0.5448241517346553
65000,MORTGAGE,0.0,DEBTCONSOLIDATION,A,10400,7.66,0.16,N,0,0.3248241517346555
25000,RENT,1.0,PERSONAL,A,8000,5.99,0.32,N,1,-1.3451758482653444
80000,MORTGAGE,6.0,EDUCATION,C,4000,12.99,0.05,Y,0,-0.520342515404133
16000,RENT,0.0,EDUCATION,D,5400,15.57,0.34,Y,1,0.16540127135478855
50000,RENT,4.0,PERSONAL,C,12000,13.98,0.24,N,0,0.4696574845958672
30000,RENT,4.0,EDUCATION,D,10000,15.95,0.33,Y,1,0.5454012713547876
150000,MORTGAGE,10.0,PERSONAL,D,25000,15.31,0.17,Y,0,-0.09459872864521124
36000,RENT,3.0,EDUCATION,A,10000,7.9,0.28,N,0,0.5648241517346557
51996,MORTGAGE,7.0,VENTURE,B,2100,12.21,0.04,N,0,1.1752671568627466
30000,MORTGAGE,0.0,HOMEIMPROVEMENT,C,12000,13.99,0.4,N,0,0.479657484595867
50000,RENT,2.0,MEDICAL,C,6000,13.61,0.12,Y,0,0.09965748459586621
60000,RENT,5.0,PERSONAL,B,15000,12.42,0.25,N,0,1.3852671568627457
84000,RENT,9.0,EDUCATION,B,6000,11.83,0.07,N,0,0.7952671568627458
120000,MORTGAGE,8.0,MEDICAL,B,6000,10.99,0.05,N,0,-0.04473284313725401
43000,RENT,0.0,MEDICAL,A,4600,7.66,0.11,N,0,0.3248241517346555
75000,MORTGAGE,7.0,EDUCATION,C,7500,11.34,0.1,N,0,-2.1703425154041334
65000,MORTGAGE,19.0,PERSONAL,B,16000,10.99,0.24,N,0,-0.04473284313725401
125000,OWN,3.0,PERSONAL,D,24000,14.96,0.19,N,0,-0.4445987286452109
52000,RENT,6.0,EDUCATION,B,14000,10.65,0.25,N,0,-0.38473284313725387
80000,RENT,7.0,EDUCATION,C,10000,12.84,0.13,Y,0,-0.6703425154041334
50000,RENT,2.0,EDUCATION,B,12000,12.21,0.24,N,0,1.1752671568627466
90000,RENT,9.0,MEDICAL,C,9000,13.49,0.1,Y,0,-0.02034251540413301
55000,OWN,13.0,MEDICAL,A,18000,6.62,0.34,N,0,-0.7151758482653445
43000,RENT,3.0,MEDICAL,C,6000,12.99,0.14,Y,0,-0.520342515404133
58000,MORTGAGE,4.0,EDUCATION,A,6000,7.51,0.1,N,0,0.17482415173465515
39996,MORTGAGE,9.0,EDUCATION,C,5000,14.82,0.13,Y,0,1.309657484595867
90000,RENT,4.0,EDUCATION,A,15000,7.49,0.17,N,0,0.15482415173465558
70000,RENT,0.0,EDUCATION,B,6000,10.28,0.09,N,0,-0.7547328431372549
62217,RENT,3.0,EDUCATION,C,3700,14.27,0.06,Y,0,0.7596574845958664
36000,MORTGAGE,5.0,MEDICAL,D,11000,16.29,0.31,N,1,0.8854012713547874
14400,RENT,3.0,DEBTCONSOLIDATION,B,4750,11.83,0.33,N,1,0.7952671568627458
69000,MORTGAGE,9.0,VENTURE,D,9000,14.54,0.13,Y,0,-0.8645987286452126
150000,OWN,3.0,VENTURE,A,12000,8.07,0.08,N,0,0.7348241517346557
60000,MORTGAGE,0.0,MEDICAL,A,10000,7.88,0.17,N,0,0.5448241517346553
45336,MORTGAGE,11.0,PERSONAL,D,10000,15.31,0.22,N,0,-0.09459872864521124
76000,MORTGAGE,2.0,PERSONAL,A,20000,6.54,0.26,N,0,-0.7951758482653446
53000,RENT,2.0,DEBTCONSOLIDATION,E,9600,18.39,0.17,Y,1,1.4590386521308218
75000,RENT,1.0,MEDICAL,B,17500,11.58,0.23,N,0,0.5452671568627458
75000,RENT,2.0,DEBTCONSOLIDATION,B,14400,10.74,0.19,N,0,-0.294732843137254
50000,MORTGAGE,4.0,PERSONAL,A,8000,6.92,0.16,N,0,-0.4151758482653447
55000,RENT,5.0,DEBTCONSOLIDATION,C,9000,13.85,0.16,N,0,0.3396574845958664
72000,MORTGAGE,0.0,EDUCATION,A,10000,6.62,0.14,N,0,-0.7151758482653445
62000,MORTGAGE,8.0,EDUCATION,A,5000,8.38,0.08,N,0,1.0448241517346561
30000,RENT,2.0,VENTURE,B,3000,11.86,0.1,N,0,0.8252671568627452
47000,RENT,2.0,DEBTCONSOLIDATION,B,6000,11.71,0.13,N,0,0.6752671568627466
62000,MORTGAGE,1.0,HOMEIMPROVEMENT,D,10000,13.99,0.16,Y,1,-1.4145987286452115
30000,RENT,4.0,EDUCATION,C,2000,13.99,0.07,Y,0,0.479657484595867
50433,RENT,6.0,PERSONAL,B,4200,10.71,0.08,N,0,-0.32473284313725337
55000,RENT,3.0,VENTURE,B,5000,10.25,0.09,N,0,-0.7847328431372542
72000,MORTGAGE,7.0,DEBTCONSOLIDATION,C,15000,12.73,0.21,N,0,-0.7803425154041328
65000,MORTGAGE,1.0,EDUCATION,E,20000,16.35,0.31,N,0,-0.5809613478691773
45000,MORTGAGE,2.0,MEDICAL,A,7000,7.88,0.16,N,0,0.5448241517346553
80000,MORTGAGE,3.0,VENTURE,A,12000,7.49,0.15,N,0,0.15482415173465558
78000,MORTGAGE,6.0,MEDICAL,B,25000,11.86,0.32,N,0,0.8252671568627452
50000,MORTGAGE,6.0,VENTURE,B,8000,11.49,0.16,N,0,0.455267156862746
27000,RENT,1.0,VENTURE,B,4800,9.99,0.18,N,0,-1.044732843137254
70000,MORTGAGE,14.0,EDUCATION,C,15000,12.23,0.21,Y,0,-1.2803425154041328
56000,RENT,5.0,MEDICAL,A,10000,7.49,0.18,N,0,0.15482415173465558
29000,RENT,0.0,MEDICAL,A,9450,8.49,0.33,N,1,1.1548241517346556
30000,RENT,2.0,EDUCATION,B,4000,10.99,0.13,N,0,-0.04473284313725401
58650,RENT,3.0,MEDICAL,D,20000,16.29,0.29,N,1,0.8854012713547874
30000,RENT,1.0,PERSONAL,A,4975,8.49,0.17,N,0,1.1548241517346556
50000,MORTGAGE,13.0,PERSONAL,B,8000,10.38,0.16,N,0,-0.6547328431372534
60000,RENT,3.0,VENTURE,B,12000,9.63,0.2,N,0,-1.4047328431372534
32400,RENT,2.0,EDUCATION,C,4800,12.98,0.15,Y,0,-0.5303425154041328
55000,MORTGAGE,11.0,VENTURE,A,8000,7.51,0.15,N,0,0.17482415173465515
38790,RENT,0.0,EDUCATION,A,7500,8.32,0.2,N,0,0.9848241517346557
60000,RENT,7.0,DEBTCONSOLIDATION,C,12000,12.99,0.2,Y,0,-0.520342515404133
90000,RENT,7.0,DEBTCONSOLIDATION,B,10000,10.65,0.11,N,0,-0.38473284313725387
46000,RENT,15.0,PERSONAL,C,5000,14.27,0.11,N,0,0.7596574845958664
41000,RENT,2.0,MEDICAL,B,4000,10.37,0.1,N,0,-0.664732843137255
70000,MORTGAGE,4.0,HOMEIMPROVEMENT,C,10000,12.87,0.14,Y,0,-0.640342515404134
60000,MORTGAGE,5.0,VENTURE,A,5000,6.99,0.08,N,0,-0.3451758482653444
70000,MORTGAGE,6.0,PERSONAL,D,10000,15.33,0.14,N,0,-0.07459872864521166
75000,RENT,4.0,EDUCATION,A,3000,8.49,0.04,N,0,1.1548241517346556
67000,RENT,3.0,DEBTCONSOLIDATION,B,3000,11.99,0.04,N,0,0.955267156862746
65004,MORTGAGE,3.0,EDUCATION,C,13000,12.53,0.2,N,0,-0.9803425154041339
40000,RENT,3.0,DEBTCONSOLIDATION,C,5000,13.48,0.13,Y,0,-0.030342515404132797
44004,MORTGAGE,5.0,MEDICAL,A,7500,8.0,0.17,N,0,0.6648241517346554
85000,MORTGAGE,12.0,PERSONAL,A,10000,6.17,0.12,N,0,-1.1651758482653447
100000,MORTGAGE,3.0,MEDICAL,B,4000,10.99,0.04,N,0,-0.04473284313725401
26785,RENT,6.0,PERSONAL,C,11000,13.98,0.41,Y,1,0.4696574845958672
46450,MORTGAGE,6.0,EDUCATION,A,6000,5.42,0.13,N,0,-1.9151758482653447
47300,MORTGAGE,9.0,EDUCATION,B,9000,11.86,0.19,N,0,0.8252671568627452
60000,RENT,1.0,MEDICAL,B,20000,10.99,0.33,N,0,-0.04473284313725401
27000,RENT,6.0,DEBTCONSOLIDATION,B,4000,10.75,0.15,N,0,-0.2847328431372542
45000,RENT,0.0,MEDICAL,C,20000,13.06,0.46,N,1,-0.4503425154041327
65000,RENT,4.0,HOMEIMPROVEMENT,C,10000,14.27,0.15,Y,0,0.7596574845958664
65000,MORTGAGE,6.0,PERSONAL,B,8500,9.99,0.13,N,0,-1.044732843137254
36000,RENT,5.0,EDUCATION,D,12000,15.31,0.33,Y,0,-0.09459872864521124
64000,RENT,14.0,DEBTCONSOLIDATION,B,15000,11.12,0.23,N,0,0.085267156862745
65000,RENT,2.0,HOMEIMPROVEMENT,C,22000,13.92,0.33,Y,1,0.4096574845958667
66000,MORTGAGE,11.0,DEBTCONSOLIDATION,B,20000,11.49,0.3,N,0,0.455267156862746
102000,MORTGAGE,6.0,MEDICAL,A,10000,6.92,0.1,N,0,-0.4151758482653447
50000,RENT,3.0,EDUCATION,A,6000,6.92,0.12,N,0,-0.4151758482653447
30000,RENT,5.0,MEDICAL,C,8000,12.84,0.27,N,1,-0.6703425154041334
38400,MORTGAGE,4.0,PERSONAL,A,9000,7.14,0.24,N,0,-0.19517584826534495
52000,RENT,5.0,VENTURE,B,5000,10.65,0.1,N,0,-0.38473284313725387
45000,RENT,4.0,EDUCATION,B,3000,11.99,0.07,N,0,0.955267156862746
56100,RENT,4.0,MEDICAL,D,20000,14.74,0.3,Y,1,-0.6645987286452115
70000,RENT,1.0,HOMEIMPROVEMENT,B,10000,9.45,0.14,N,0,-1.584732843137255
138000,MORTGAGE,7.0,VENTURE,A,9600,7.49,0.07,N,0,0.15482415173465558
60000,MORTGAGE,7.0,PERSONAL,C,5000,13.16,0.08,Y,0,-0.3503425154041331
70000,RENT,1.0,VENTURE,A,5600,6.62,0.08,N,0,-0.7151758482653445
45691,MORTGAGE,7.0,VENTURE,A,6000,7.14,0.13,N,0,-0.19517584826534495
72500,MORTGAGE,4.0,HOMEIMPROVEMENT,A,11200,7.29,0.15,N,0,-0.0451758482653446
65000,RENT,4.0,PERSONAL,B,3000,10.59,0.05,N,0,-0.44473284313725436
46680,RENT,6.0,VENTURE,D,8000,15.21,0.17,N,0,-0.19459872864521088
69996,OWN,11.0,MEDICAL,A,15000,6.03,0.21,N,0,-1.3051758482653444
62000,MORTGAGE,4.0,HOMEIMPROVEMENT,B,9000,10.74,0.15,N,0,-0.294732843137254
70000,RENT,8.0,EDUCATION,C,8000,13.11,0.11,N,0,-0.4003425154041338
90000,RENT,15.0,DEBTCONSOLIDATION,B,12400,10.65,0.13,N,0,-0.38473284313725387
175000,MORTGAGE,2.0,HOMEIMPROVEMENT,B,6000,11.48,0.03,N,0,0.4452671568627462
77964,RENT,12.0,DEBTCONSOLIDATION,B,15000,12.42,0.19,N,1,1.3852671568627457
56000,RENT,4.0,MEDICAL,B,6000,10.74,0.11,N,0,-0.294732843137254
25000,RENT,6.0,VENTURE,B,6000,9.91,0.24,N,0,-1.124732843137254
78996,RENT,0.0,HOMEIMPROVEMENT,D,15000,15.21,0.19,N,1,-0.19459872864521088
100000,MORTGAGE,5.0,PERSONAL,A,10000,7.49,0.1,N,0,0.15482415173465558
43000,MORTGAGE,2.0,MEDICAL,A,9000,7.74,0.21,N,0,0.4048241517346556
60000,OWN,8.0,VENTURE,B,6000,11.49,0.1,N,0,0.455267156862746
37676,RENT,0.0,EDUCATION,A,7500,7.49,0.2,N,0,0.15482415173465558
45000,RENT,3.0,MEDICAL,B,5400,9.88,0.12,N,0,-1.1547328431372534
53004,MORTGAGE,3.0,DEBTCONSOLIDATION,A,4000,5.79,0.08,N,0,-1.5451758482653446
58560,MORTGAGE,17.0,VENTURE,A,5000,7.49,0.09,N,0,0.15482415173465558
100000,MORTGAGE,5.0,PERSONAL,C,15000,13.47,0.15,N,0,-0.040342515404132584
55000,RENT,4.0,VENTURE,C,6500,12.53,0.12,N,0,-0.9803425154041339
85000,MORTGAGE,0.0,DEBTCONSOLIDATION,B,5000,11.36,0.06,N,0,0.3252671568627452
85000,MORTGAGE,9.0,EDUCATION,A,7500,6.03,0.09,N,0,-1.3051758482653444
18000,OWN,3.0,EDUCATION,B,3500,11.49,0.19,N,0,0.455267156862746
30000,OWN,4.0,PERSONAL,A,5000,5.79,0.17,N,0,-1.5451758482653446
60000,MORTGAGE,7.0,EDUCATION,B,15000,11.11,0.25,N,0,0.07526715686274521
45000,RENT,3.0,PERSONAL,A,1500,5.99,0.03,N,0,-1.3451758482653444
57000,MORTGAGE,4.0,VENTURE,B,15000,10.39,0.26,N,0,-0.6447328431372537
34000,RENT,4.0,PERSONAL,A,10000,6.62,0.29,N,1,-0.7151758482653445
51480,RENT,4.0,EDUCATION,B,11000,10.65,0.22,N,0,-0.38473284313725387
80000,MORTGAGE,2.0,MEDICAL,A,10000,6.62,0.13,N,0,-0.7151758482653445
64500,MORTGAGE,3.0,EDUCATION,C,15000,11.78,0.23,N,0,-1.7303425154041339
100000,MORTGAGE,10.0,HOMEIMPROVEMENT,C,15000,12.04,0.15,N,0,-1.470342515404134
76668,RENT,3.0,EDUCATION,B,7200,9.63,0.09,N,0,-1.4047328431372534
36707,MORTGAGE,2.0,HOMEIMPROVEMENT,A,6000,7.14,0.16,N,0,-0.19517584826534495
42000,MORTGAGE,6.0,EDUCATION,C,4800,13.61,0.11,N,0,0.09965748459586621
28685,RENT,1.0,EDUCATION,D,8000,14.84,0.28,Y,1,-0.5645987286452119
38400,RENT,3.0,MEDICAL,C,2500,12.98,0.07,Y,0,-0.5303425154041328
67000,MORTGAGE,8.0,DEBTCONSOLIDATION,A,7000,7.88,0.1,N,0,0.5448241517346553
54000,RENT,3.0,DEBTCONSOLIDATION,C,1500,13.98,0.03,Y,1,0.4696574845958672
30000,RENT,1.0,PERSONAL,C,5100,12.99,0.17,N,0,-0.520342515404133
45000,RENT,2.0,DEBTCONSOLIDATION,B,10000,10.65,0.22,N,0,-0.38473284313725387
32000,RENT,4.0,MEDICAL,B,10000,10.36,0.31,N,1,-0.6747328431372548
35000,RENT,1.0,MEDICAL,B,6000,12.21,0.17,N,0,1.1752671568627466
78000,MORTGAGE,4.0,VENTURE,C,20000,15.96,0.26,Y,0,2.4496574845958676
48000,RENT,7.0,PERSONAL,C,9000,13.23,0.19,N,0,-0.2803425154041328
68000,MORTGAGE,14.0,EDUCATION,A,7000,6.62,0.1,N,0,-0.7151758482653445
64900,MORTGAGE,5.0,DEBTCONSOLIDATION,A,2500,6.39,0.04,N,0,-0.945175848265345
60000,MORTGAGE,6.0,PERSONAL,B,5500,10.59,0.09,N,0,-0.44473284313725436
91800,RENT,5.0,MEDICAL,D,12800,15.33,0.14,N,1,-0.07459872864521166
27385,MORTGAGE,9.0,DEBTCONSOLIDATION,A,2000,5.79,0.07,N,0,-1.5451758482653446
39000,RENT,4.0,MEDICAL,A,10000,7.9,0.26,N,0,0.5648241517346557
55000,RENT,6.0,HOMEIMPROVEMENT,A,9000,7.29,0.16,N,0,-0.0451758482653446
43000,RENT,6.0,EDUCATION,A,6800,7.88,0.16,N,0,0.5448241517346553
87500,RENT,4.0,VENTURE,D,12000,15.65,0.14,Y,0,0.24540127135478862
65000,MORTGAGE,9.0,EDUCATION,B,10000,12.42,0.15,N,0,1.3852671568627457
65000,RENT,8.0,MEDICAL,B,11500,11.49,0.18,N,0,0.455267156862746
54000,MORTGAGE,2.0,PERSONAL,B,4000,12.42,0.07,N,0,1.3852671568627457
