person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_percent_income,cb_person_default_on_file,loan_status
24000,RENT,1.0,EDUCATION,A,5000,7.74,0.21,N,0
74029,RENT,5.0,VENTURE,B,5000,12.18,0.07,N,0
50000,OWN,7.0,VENTURE,A,5000,7.88,0.1,N,0
38400,RENT,5.0,MEDICAL,B,2000,12.69,0.05,N,0
36000,RENT,8.0,HOMEIMPROVEMENT,B,3500,10.59,0.1,N,0
46000,RENT,2.0,DEBTCONSOLIDATION,A,7000,7.9,0.15,N,0
90000,MORTGAGE,6.0,HOMEIMPROVEMENT,A,12000,7.88,0.13,N,0
53000,RENT,4.0,MEDICAL,B,3000,11.48,0.06,N,0
60000,RENT,2.0,EDUCATION,B,2500,10.59,0.04,N,0
115000,MORTGAGE,18.0,DEBTCONSOLIDATION,A,2850,5.42,0.02,N,0
100000,MORTGAGE,16.0,PERSONAL,B,18000,9.99,0.18,N,0
120000,MORTGAGE,3.0,VENTURE,C,20000,13.8,0.17,N,0
85000,RENT,5.0,HOMEIMPROVEMENT,A,15000,7.88,0.18,N,0
62000,RENT,1.0,MEDICAL,C,10000,13.99,0.16,N,0
60000,RENT,6.0,EDUCATION,C,2000,13.99,0.03,N,0
69996,MORTGAGE,7.0,VENTURE,C,6000,13.06,0.09,N,0
54400,RENT,3.0,MEDICAL,A,5000,9.63,0.08,N,1
50000,OWN,5.0,EDUCATION,C,5000,14.22,0.1,Y,0
85000,RENT,2.0,DEBTCONSOLIDATION,A,6000,6.03,0.07,N,0
33195,RENT,8.0,EDUCATION,B,6000,10.0,0.18,N,0
136000,MORTGAGE,3.0,DEBTCONSOLIDATION,A,10000,7.88,0.07,N,0
37000,RENT,1.0,HOMEIMPROVEMENT,D,3000,13.87,0.08,N,1
85596,MORTGAGE,2.0,EDUCATION,B,6000,11.49,0.07,N,0
98400,MORTGAGE,12.0,PERSONAL,C,20000,12.68,0.2,N,0
48996,MORTGAGE,1.0,HOMEIMPROVEMENT,B,5000,9.76,0.1,N,1
85000,RENT,7.0,VENTURE,C,21400,13.23,0.25,N,0
30000,RENT,4.0,PERSONAL,B,4000,11.86,0.13,N,1
26400,RENT,2.0,HOMEIMPROVEMENT,E,5000,15.13,0.19,N,1
35000,MORTGAGE,6.0,VENTURE,A,3000,7.14,0.09,N,0
44000,RENT,5.0,MEDICAL,G,19000,19.82,0.43,Y,1
70000,MORTGAGE,0.0,DEBTCONSOLIDATION,A,9000,6.62,0.13,N,0
87000,RENT,6.0,PERSONAL,D,15000,14.96,0.17,N,0
50000,RENT,0.0,PERSONAL,A,2000,7.68,0.04,N,0
84000,MORTGAGE,10.0,DEBTCONSOLIDATION,A,3000,6.76,0.04,N,0
75000,RENT,2.0,VENTURE,B,5000,10.59,0.07,N,0
40000,MORTGAGE,12.0,EDUCATION,C,3000,12.98,0.07,N,0
50000,RENT,4.0,HOMEIMPROVEMENT,A,15000,8.9,0.3,N,0
138000,MORTGAGE,17.0,PERSONAL,C,8000,13.98,0.06,Y,0
55000,MORTGAGE,5.0,MEDICAL,C,3000,12.99,0.05,Y,0
75000,RENT,3.0,VENTURE,B,2500,9.88,0.03,N,0
40000,OWN,7.0,EDUCATION,A,3000,7.14,0.07,N,0
150000,MORTGAGE,5.0,MEDICAL,A,12000,6.03,0.08,N,0
65000,MORTGAGE,4.0,VENTURE,A,15000,7.51,0.23,N,0
30000,RENT,0.0,DEBTCONSOLIDATION,B,8000,12.18,0.27,N,0
43949,MORTGAGE,2.0,EDUCATION,B,6700,10.74,0.16,N,0
65000,RENT,1.0,PERSONAL,B,2500,11.49,0.04,N,0
42000,RENT,2.0,MEDICAL,B,2000,12.53,0.05,N,0
15600,MORTGAGE,3.0,DEBTCONSOLIDATION,F,5000,18.25,0.32,N,1
72000,RENT,1.0,MEDICAL,A,8000,6.91,0.11,N,0
120000,RENT,3.0,HOMEIMPROVEMENT,B,15000,9.88,0.13,N,0
50000,MORTGAGE,8.0,HOMEIMPROVEMENT,C,4000,12.73,0.08,N,0
60000,RENT,1.0,MEDICAL,B,8000,9.91,0.13,N,0
54000,RENT,5.0,HOMEIMPROVEMENT,B,10000,12.42,0.19,N,1
85000,MORTGAGE,5.0,VENTURE,A,5600,8.49,0.07,N,0
42000,RENT,0.0,MEDICAL,A,8800,7.9,0.21,N,0
65000,MORTGAGE,6.0,PERSONAL,A,13200,6.03,0.2,N,0
74000,RENT,6.0,DEBTCONSOLIDATION,A,16000,8.49,0.22,N,1
57996,MORTGAGE,8.0,EDUCATION,C,8000,12.98,0.14,N,0
50000,MORTGAGE,11.0,DEBTCONSOLIDATION,A,4000,7.49,0.08,N,0
45996,MORTGAGE,2.0,PERSONAL,C,4450,13.79,0.1,N,0
123000,MORTGAGE,2.0,DEBTCONSOLIDATION,C,2000,14.27,0.02,Y,0
60000,MORTGAGE,3.0,HOMEIMPROVEMENT,B,10000,10.25,0.17,N,0
45000,RENT,17.0,VENTURE,D,3200,14.96,0.07,Y,0
75000,RENT,4.0,HOMEIMPROVEMENT,C,5000,13.49,0.07,Y,0
78996,RENT,0.0,HOMEIMPROVEMENT,A,10000,6.17,0.12,N,1
79500,RENT,9.0,EDUCATION,D,6000,15.7,0.08,N,1
30000,RENT,0.0,PERSONAL,C,3000,13.35,0.1,Y,0
80000,MORTGAGE,6.0,EDUCATION,A,8000,6.17,0.1,N,0
132000,RENT,9.0,HOMEIMPROVEMENT,B,25000,10.62,0.19,N,0
95000,MORTGAGE,8.0,HOMEIMPROVEMENT,C,25000,13.99,0.26,N,0
85000,RENT,4.0,MEDICAL,C,7200,13.98,0.08,Y,0
12000,OWN,0.0,VENTURE,E,8800,17.39,0.07,N,0
48000,RENT,3.0,MEDICAL,C,7500,13.79,0.16,N,0
128000,MORTGAGE,11.0,DEBTCONSOLIDATION,A,14400,5.42,0.11,N,0
45468,RENT,5.0,MEDICAL,C,4000,14.26,0.09,N,0
47000,RENT,7.0,VENTURE,B,12000,10.33,0.26,N,0
72000,RENT,2.0,DEBTCONSOLIDATION,B,8000,11.89,0.11,N,0
65000,RENT,5.0,EDUCATION,D,10000,15.62,0.15,Y,0
30000,RENT,5.0,VENTURE,B,5000,9.25,0.17,N,0
75000,MORTGAGE,8.0,DEBTCONSOLIDATION,A,15000,7.49,0.2,N,0
33000,RENT,4.0,MEDICAL,E,10000,16.0,0.3,N,0
39996,RENT,0.0,MEDICAL,A,2000,8.63,0.05,N,0
42000,RENT,0.0,PERSONAL,A,10000,5.42,0.24,N,0
45000,MORTGAGE,2.0,HOMEIMPROVEMENT,B,16750,9.91,0.37,N,0
108000,MORTGAGE,1.0,HOMEIMPROVEMENT,B,5000,12.69,0.05,N,0
85392,OWN,13.0,MEDICAL,B,12000,10.99,0.14,N,0
48400,RENT,1.0,VENTURE,C,10000,14.65,0.21,Y,0
38400,RENT,2.0,MEDICAL,A,6000,7.51,0.16,N,0
27300,RENT,0.0,MEDICAL,A,11000,8.49,0.4,N,1
42000,RENT,4.0,VENTURE,A,14000,7.37,0.33,N,0
34200,RENT,2.0,PERSONAL,D,16000,15.65,0.48,N,1
85000,MORTGAGE,14.0,VENTURE,C,8000,13.92,0.09,N,0
62000,MORTGAGE,7.0,VENTURE,A,2500,6.03,0.04,N,0
34000,RENT,1.0,HOMEIMPROVEMENT,D,5000,15.31,0.15,N,1
75000,MORTGAGE,14.0,PERSONAL,B,25000,10.59,0.33,N,0
54000,RENT,2.0,DEBTCONSOLIDATION,A,7000,7.88,0.13,N,0
125000,MORTGAGE,5.0,DEBTCONSOLIDATION,A,8000,6.76,0.06,N,0
34560,RENT,2.0,HOMEIMPROVEMENT,D,1200,15.62,0.03,Y,1
125000,OWN,8.0,VENTURE,C,2400,13.49,0.02,N,0
48000,MORTGAGE,5.0,VENTURE,B,11500,10.99,0.24,N,0
84000,RENT,6.0,EDUCATION,A,15000,7.49,0.18,N,0
48000,MORTGAGE,3.0,MEDICAL,E,9000,17.04,0.19,N,1
67000,MORTGAGE,5.0,EDUCATION,A,8000,7.88,0.12,N,0
110000,MORTGAGE,14.0,MEDICAL,A,6000,7.49,0.06,N,0
49000,RENT,9.0,PERSONAL,B,20000,12.53,0.41,N,1
130000,MORTGAGE,10.0,MEDICAL,B,24250,12.53,0.19,N,0
36000,RENT,6.0,MEDICAL,D,4000,14.59,0.11,N,1
50000,MORTGAGE,9.0,PERSONAL,B,5000,10.95,0.1,N,0
30000,RENT,12.0,DEBTCONSOLIDATION,C,1200,14.27,0.04,N,0
61400,RENT,2.0,PERSONAL,B,10000,10.95,0.16,N,0
93000,RENT,5.0,VENTURE,D,12000,14.96,0.13,Y,0
42000,RENT,6.0,PERSONAL,A,17000,7.88,0.4,N,1
88000,RENT,8.0,DEBTCONSOLIDATION,B,12000,11.71,0.14,N,0
35004,RENT,0.0,PERSONAL,C,10000,14.72,0.29,Y,0
42000,RENT,1.0,HOMEIMPROVEMENT,A,7000,7.9,0.17,N,1
50000,OWN,6.0,EDUCATION,B,8000,10.62,0.16,N,0
26886,OWN,6.0,EDUCATION,C,7200,12.87,0.28,N,0
50000,RENT,7.0,EDUCATION,B,3000,10.37,0.06,N,0
110000,MORTGAGE,4.0,VENTURE,C,15000,12.87,0.14,Y,0
80000,RENT,2.0,EDUCATION,B,15000,12.18,0.19,N,0
60000,MORTGAGE,9.0,MEDICAL,A,8000,7.49,0.13,N,0
60000,MORTGAGE,5.0,PERSONAL,A,9500,8.9,0.16,N,0
30000,RENT,2.0,VENTURE,B,5000,11.11,0.17,N,0
50000,RENT,2.0,HOMEIMPROVEMENT,C,10000,14.27,0.2,N,0
115000,MORTGAGE,0.0,EDUCATION,D,30000,16.77,0.24,Y,0
42000,RENT,0.0,EDUCATION,B,4500,11.26,0.11,N,0
45000,RENT,0.0,VENTURE,A,6000,6.92,0.13,N,0
100000,RENT,7.0,DEBTCONSOLIDATION,C,16000,13.85,0.16,Y,0
65000,MORTGAGE,9.0,MEDICAL,C,4000,13.49,0.06,Y,0
55000,OWN,5.0,HOMEIMPROVEMENT,C,15000,13.49,0.27,N,0
80000,RENT,1.0,MEDICAL,C,25000,13.61,0.31,N,1
48000,RENT,6.0,PERSONAL,A,4800,7.49,0.1,N,0
71000,MORTGAGE,1.0,HOMEIMPROVEMENT,B,6000,10.39,0.08,N,0
80000,MORTGAGE,2.0,VENTURE,C,12000,12.84,0.15,N,0
60000,MORTGAGE,12.0,VENTURE,B,9000,11.26,0.15,N,0
125000,MORTGAGE,9.0,EDUCATION,B,30000,5.99,0.24,N,0
60000,RENT,0.0,HOMEIMPROVEMENT,C,14400,12.87,0.24,Y,0
24000,MORTGAGE,2.0,EDUCATION,B,1500,9.63,0.06,N,0
50000,MORTGAGE,6.0,DEBTCONSOLIDATION,A,8000,5.42,0.16,N,0
19968,RENT,2.0,DEBTCONSOLIDATION,B,4000,12.69,0.2,N,1
72000,MORTGAGE,5.0,MEDICAL,B,5000,10.36,0.07,N,0
60000,RENT,5.0,DEBTCONSOLIDATION,A,15000,7.49,0.25,N,0
45000,RENT,0.0,MEDICAL,B,3000,11.99,0.07,N,0
30000,RENT,4.0,VENTURE,A,8875,6.92,0.3,N,0
65600,MORTGAGE,0.0,VENTURE,C,9600,11.78,0.14,Y,0
110000,RENT,3.0,VENTURE,C,3000,12.23,0.03,Y,0
175000,MORTGAGE,3.0,HOMEIMPROVEMENT,B,20000,11.11,0.08,N,0
84000,MORTGAGE,5.0,PERSONAL,B,6000,10.99,0.07,N,0
49200,MORTGAGE,1.0,PERSONAL,C,6000,12.73,0.12,N,0
43000,RENT,1.0,MEDICAL,C,7000,12.87,0.16,Y,0
24000,RENT,1.0,DEBTCONSOLIDATION,B,7750,11.83,0.32,N,1
34000,RENT,0.0,PERSONAL,D,10000,14.61,0.29,Y,1
42000,RENT,2.0,MEDICAL,A,12000,7.9,0.29,N,0
85000,MORTGAGE,13.0,HOMEIMPROVEMENT,B,8000,10.99,0.09,N,0
37000,RENT,0.0,MEDICAL,C,13000,14.26,0.33,N,1
56000,OWN,6.0,EDUCATION,D,5600,13.36,0.1,N,0
54000,RENT,7.0,PERSONAL,B,13000,10.99,0.24,N,0
50000,MORTGAGE,6.0,VENTURE,A,6000,7.51,0.12,N,0
60000,RENT,10.0,VENTURE,C,8400,13.49,0.14,N,0
85000,MORTGAGE,14.0,VENTURE,B,7500,11.49,0.09,N,0
85000,MORTGAGE,2.0,DEBTCONSOLIDATION,B,24000,11.71,0.28,N,0
92000,RENT,2.0,EDUCATION,C,16000,13.47,0.17,Y,0
96000,MORTGAGE,2.0,PERSONAL,E,21600,15.68,0.23,N,0
36000,RENT,2.0,MEDICAL,B,7000,10.65,0.19,N,0
98000,MORTGAGE,1.0,HOMEIMPROVEMENT,D,35000,16.77,0.36,N,1
120000,MORTGAGE,7.0,MEDICAL,A,10000,7.49,0.08,N,0
76500,RENT,1.0,DEBTCONSOLIDATION,B,18000,11.49,0.24,N,1
30000,RENT,2.0,HOMEIMPROVEMENT,D,6000,14.74,0.2,N,1
65000,RENT,10.0,MEDICAL,B,5000,9.99,0.08,N,0
75670,MORTGAGE,11.0,PERSONAL,A,10000,7.49,0.13,N,0
75000,MORTGAGE,0.0,DEBTCONSOLIDATION,A,13000,7.88,0.17,N,0
32000,RENT,1.0,EDUCATION,B,6000,9.99,0.19,N,1
45000,RENT,5.0,VENTURE,A,10000,7.51,0.22,N,0
39750,RENT,1.0,VENTURE,E,5600,17.74,0.14,N,1
65000,RENT,6.0,VENTURE,B,10000,12.42,0.15,N,0
47360,MORTGAGE,9.0,EDUCATION,E,15000,19.42,0.32,Y,0
48000,RENT,3.0,VENTURE,B,15000,10.99,0.31,N,1
85000,RENT,1.0,EDUCATION,A,12000,5.42,0.14,N,0
30000,RENT,4.0,HOMEIMPROVEMENT,A,2000,6.76,0.07,N,0
50000,RENT,0.0,MEDICAL,C,10000,13.49,0.2,Y,0
61000,MORTGAGE,3.0,DEBTCONSOLIDATION,B,5000,11.49,0.08,N,1
28000,OWN,3.0,DEBTCONSOLIDATION,D,1500,16.29,0.05,Y,0
60000,RENT,7.0,EDUCATION,A,7000,8.49,0.12,N,0
36000,RENT,5.0,VENTURE,B,2400,11.11,0.06,N,0
42000,RENT,7.0,EDUCATION,C,4800,14.72,0.11,Y,0
45000,RENT,2.0,EDUCATION,A,7000,7.51,0.16,N,0
72000,RENT,5.0,VENTURE,B,20000,11.83,0.28,N,0
35000,RENT,5.0,MEDICAL,B,7000,9.99,0.2,N,0
175000,MORTGAGE,8.0,VENTURE,B,25000,11.86,0.13,N,0
42000,RENT,6.0,MEDICAL,B,2500,11.36,0.06,N,0
96000,MORTGAGE,8.0,VENTURE,C,3500,13.92,0.04,Y,0
45000,MORTGAGE,0.0,PERSONAL,A,6000,5.99,0.13,N,0
37300,RENT,8.0,EDUCATION,D,5000,15.37,0.13,N,0
60000,MORTGAGE,2.0,VENTURE,A,4125,6.99,0.07,N,0
78500,RENT,7.0,DEBTCONSOLIDATION,C,12000,14.27,0.15,Y,0
42000,RENT,1.0,MEDICAL,B,12000,11.83,0.29,N,0
60000,RENT,1.0,HOMEIMPROVEMENT,B,12000,9.91,0.2,N,0
35100,RENT,2.0,PERSONAL,C,3600,14.79,0.1,Y,0
42000,RENT,0.0,MEDICAL,A,2000,7.9,0.05,N,0
90000,MORTGAGE,8.0,DEBTCONSOLIDATION,A,12000,7.9,0.13,N,0
70000,RENT,2.0,HOMEIMPROVEMENT,A,8000,8.49,0.11,N,0
45000,MORTGAGE,5.0,EDUCATION,A,5000,6.76,0.11,N,0
72096,RENT,6.0,PERSONAL,B,4500,10.25,0.06,N,0
48200,RENT,8.0,DEBTCONSOLIDATION,A,5000,7.29,0.1,N,0
50000,MORTGAGE,9.0,DEBTCONSOLIDATION,A,10000,7.51,0.2,N,0
45000,RENT,8.0,VENTURE,A,10000,7.9,0.22,N,0
84000,MORTGAGE,8.0,PERSONAL,A,20000,6.91,0.24,N,0
33000,RENT,7.0,VENTURE,B,6000,10.65,0.18,N,0
54000,RENT,4.0,DEBTCONSOLIDATION,C,5000,13.23,0.09,N,0
76000,RENT,2.0,VENTURE,C,14400,12.98,0.18,Y,0
107496,RENT,4.0,HOMEIMPROVEMENT,B,20000,12.69,0.19,N,0
85000,MORTGAGE,11.0,VENTURE,C,8000,14.65,0.09,N,0
72000,MORTGAGE,0.0,VENTURE,B,7500,10.95,0.1,N,0
75000,RENT,6.0,PERSONAL,A,10000,8.49,0.13,N,0
100000,RENT,2.0,PERSONAL,A,35000,9.63,0.35,N,0
43200,MORTGAGE,7.0,MEDICAL,B,10000,9.88,0.22,N,0
54000,MORTGAGE,6.0,EDUCATION,B,13500,9.67,0.25,N,0
80000,MORTGAGE,5.0,PERSONAL,A,10000,5.99,0.13,N,0
70000,RENT,2.0,MEDICAL,B,15000,10.62,0.21,N,0
30000,RENT,0.0,PERSONAL,E,5000,17.51,0.17,Y,1
96000,RENT,3.0,HOMEIMPROVEMENT,E,24000,17.14,0.25,N,0
50000,MORTGAGE,5.0,VENTURE,A,3600,7.88,0.07,N,0
56000,RENT,5.0,PERSONAL,C,10000,14.22,0.18,N,0
36000,RENT,3.0,EDUCATION,E,15000,19.03,0.41,Y,1
34000,RENT,4.0,PERSONAL,A,4000,7.9,0.12,N,0
60000,MORTGAGE,9.0,VENTURE,A,16000,7.88,0.27,N,0
31000,RENT,5.0,PERSONAL,B,8000,11.49,0.26,N,1
60000,MORTGAGE,8.0,HOMEIMPROVEMENT,A,6500,7.14,0.11,N,0
50000,RENT,0.0,MEDICAL,C,3000,12.99,0.06,N,0
24000,RENT,3.0,MEDICAL,A,5000,7.51,0.21,N,0
39480,OWN,7.0,PERSONAL,A,2800,6.17,0.07,N,0
65000,OWN,5.0,HOMEIMPROVEMENT,C,7000,13.35,0.11,N,0
48000,MORTGAGE,8.0,MEDICAL,A,3800,6.99,0.08,N,0
75000,RENT,1.0,EDUCATION,C,10000,13.47,0.13,N,0
40000,RENT,3.0,MEDICAL,A,12000,7.14,0.3,N,0
9600,RENT,4.0,EDUCATION,B,3500,12.18,0.36,N,0
48000,RENT,6.0,EDUCATION,A,5000,7.51,0.1,N,0
105000,RENT,0.0,HOMEIMPROVEMENT,C,25000,12.68,0.24,N,0
40000,RENT,2.0,DEBTCONSOLIDATION,B,4000,9.99,0.1,N,0
70000,MORTGAGE,5.0,PERSONAL,B,12000,11.99,0.17,N,0
75000,MORTGAGE,12.0,EDUCATION,A,15000,6.03,0.2,N,0
140000,MORTGAGE,6.0,HOMEIMPROVEMENT,B,12000,10.08,0.09,N,0
67000,OWN,13.0,EDUCATION,A,10000,5.79,0.15,N,0
50000,MORTGAGE,5.0,MEDICAL,B,5000,10.99,0.1,N,0
96000,MORTGAGE,7.0,HOMEIMPROVEMENT,B,7000,10.59,0.07,N,0
27600,RENT,5.0,VENTURE,C,5000,15.27,0.18,N,0
42000,RENT,6.0,DEBTCONSOLIDATION,A,6000,7.9,0.14,N,0
82600,OWN,14.0,VENTURE,C,11000,12.84,0.14,N,0
38400,RENT,0.0,EDUCATION,B,10000,10.25,0.26,N,0
100000,RENT,0.0,HOMEIMPROVEMENT,B,25000,11.89,0.25,N,0
60000,RENT,2.0,MEDICAL,A,9000,7.29,0.15,N,0
40000,MORTGAGE,8.0,PERSONAL,A,2000,6.76,0.05,N,0
72000,MORTGAGE,5.0,MEDICAL,A,10000,6.17,0.14,N,0
42000,RENT,3.0,VENTURE,B,12325,12.21,0.29,N,0
72800,MORTGAGE,1.0,PERSONAL,C,28000,12.73,0.37,N,1
108000,MORTGAGE,6.0,VENTURE,A,10000,5.99,0.09,N,0
81000,RENT,9.0,DEBTCONSOLIDATION,B,5000,9.99,0.06,N,0
113000,MORTGAGE,5.0,EDUCATION,A,15000,6.92,0.14,N,0
60000,MORTGAGE,7.0,EDUCATION,A,1200,7.88,0.02,N,0
90000,MORTGAGE,5.0,VENTURE,A,3500,5.99,0.04,N,0
52000,MORTGAGE,5.0,EDUCATION,A,18000,6.03,0.35,N,0
54000,MORTGAGE,6.0,EDUCATION,B,3000,10.62,0.06,N,0
60000,MORTGAGE,3.0,HOMEIMPROVEMENT,D,10500,15.62,0.18,N,0
100000,RENT,3.0,PERSONAL,A,12000,6.92,0.12,N,0
60000,MORTGAGE,1.0,PERSONAL,E,7500,16.35,0.13,N,0
42000,MORTGAGE,6.0,PERSONAL,C,4800,13.61,0.11,N,0
40000,MORTGAGE,5.0,PERSONAL,B,10000,12.18,0.25,N,0
52000,RENT,5.0,VENTURE,B,11000,10.74,0.21,N,0
34000,RENT,0.0,DEBTCONSOLIDATION,A,8000,7.88,0.24,N,0
54000,RENT,5.0,DEBTCONSOLIDATION,B,12000,11.71,0.22,N,1
29000,RENT,6.0,VENTURE,C,1000,15.27,0.03,N,0
95000,RENT,0.0,HOMEIMPROVEMENT,B,7200,9.99,0.08,N,0
39996,RENT,5.0,VENTURE,C,2000,14.35,0.05,N,0
45000,MORTGAGE,2.0,HOMEIMPROVEMENT,C,5000,13.23,0.11,N,0
30400,RENT,6.0,VENTURE,D,10000,15.95,0.33,Y,1
150000,MORTGAGE,0.0,EDUCATION,B,25000,11.49,0.17,N,0
30000,RENT,0.0,DEBTCONSOLIDATION,B,1800,11.49,0.06,N,0
30000,RENT,1.0,MEDICAL,C,5000,13.16,0.17,N,0
55000,MORTGAGE,10.0,EDUCATION,D,6400,14.54,0.12,Y,0
85000,MORTGAGE,4.0,MEDICAL,C,10000,12.87,0.12,N,0
73000,MORTGAGE,1.0,EDUCATION,B,10000,11.48,0.14,N,0
104000,MORTGAGE,4.0,HOMEIMPROVEMENT,B,13000,9.63,0.13,N,0
141000,MORTGAGE,0.0,DEBTCONSOLIDATION,A,15000,5.42,0.11,N,0
40000,RENT,6.0,MEDICAL,C,3600,13.47,0.09,N,0
24000,RENT,0.0,DEBTCONSOLIDATION,A,5500,8.94,0.22,N,0
34000,RENT,4.0,PERSONAL,A,9000,6.03,0.26,N,0
60000,RENT,2.0,VENTURE,B,3000,11.83,0.05,N,0
45000,RENT,4.0,MEDICAL,B,16000,11.49,0.36,N,1
58000,RENT,5.0,HOMEIMPROVEMENT,D,13000,14.96,0.23,N,0
36000,RENT,0.0,PERSONAL,D,10000,14.91,0.28,N,1
100000,RENT,1.0,EDUCATION,B,3000,9.99,0.03,N,0
85000,RENT,17.0,HOMEIMPROVEMENT,C,6250,15.96,0.07,Y,0
68000,MORTGAGE,12.0,VENTURE,A,16000,7.88,0.24,N,0
60000,MORTGAGE,0.0,DEBTCONSOLIDATION,C,4000,12.87,0.07,Y,0
30000,MORTGAGE,2.0,PERSONAL,A,1500,5.42,0.05,N,0
50000,MORTGAGE,7.0,DEBTCONSOLIDATION,A,4000,7.14,0.08,N,0
55000,MORTGAGE,5.0,PERSONAL,A,10000,6.03,0.18,N,0
29000,RENT,3.0,EDUCATION,A,5000,7.49,0.18,N,1
75000,MORTGAGE,8.0,VENTURE,D,8000,14.74,0.11,Y,0
27600,RENT,3.0,DEBTCONSOLIDATION,B,4800,11.11,0.18,N,0
35316,RENT,0.0,MEDICAL,D,9600,17.27,0.28,N,1
49000,RENT,0.0,VENTURE,B,19750,11.14,0.4,N,1
112000,MORTGAGE,6.0,PERSONAL,B,23000,12.18,0.22,N,0
50000,RENT,4.0,EDUCATION,C,7500,11.72,0.15,Y,0
50000,RENT,3.0,MEDICAL,B,3000,12.53,0.06,N,0
175000,MORTGAGE,2.0,DEBTCONSOLIDATION,A,19200,6.17,0.11,N,0
100000,MORTGAGE,0.0,VENTURE,A,5000,7.88,0.05,N,0
30000,RENT,0.0,DEBTCONSOLIDATION,A,5000,8.0,0.17,N,0
75000,OWN,14.0,EDUCATION,A,6000,7.68,0.08,N,0
38000,RENT,1.0,PERSONAL,B,3000,10.37,0.08,N,0
80000,MORTGAGE,0.0,HOMEIMPROVEMENT,A,6000,8.0,0.07,N,0
85000,MORTGAGE,3.0,EDUCATION,A,4500,7.51,0.05,N,0
33600,MORTGAGE,5.0,VENTURE,A,4000,7.14,0.12,N,0
48000,RENT,3.0,VENTURE,C,5500,12.99,0.11,N,0
46000,MORTGAGE,3.0,PERSONAL,B,2500,11.48,0.05,N,1
80000,RENT,6.0,VENTURE,B,7500,11.49,0.09,N,0
110000,RENT,5.0,EDUCATION,A,12000,7.9,0.11,N,0
60000,RENT,2.0,DEBTCONSOLIDATION,D,3200,15.7,0.05,N,0
73000,RENT,5.0,HOMEIMPROVEMENT,B,2500,10.59,0.03,N,0
70000,OWN,0.0,VENTURE,A,13750,7.51,0.2,N,0
58000,MORTGAGE,5.0,PERSONAL,A,18200,8.9,0.31,N,1
72000,MORTGAGE,4.0,EDUCATION,B,4000,11.49,0.06,N,0
65000,MORTGAGE,3.0,EDUCATION,A,10000,7.9,0.15,N,0
52000,RENT,7.0,DEBTCONSOLIDATION,A,25000,8.9,0.48,N,1
38000,MORTGAGE,4.0,EDUCATION,C,1000,13.49,0.03,N,0
62050,MORTGAGE,1.0,MEDICAL,E,8200,17.04,0.11,N,1
85000,OWN,9.0,HOMEIMPROVEMENT,C,8000,13.06,0.09,N,0
95000,MORTGAGE,9.0,EDUCATION,B,15000,11.14,0.16,N,0
54000,MORTGAGE,11.0,EDUCATION,D,13000,17.58,0.24,N,0
50000,RENT,2.0,DEBTCONSOLIDATION,A,5500,8.49,0.11,N,0
48300,RENT,3.0,VENTURE,A,14000,7.88,0.29,N,0
31200,RENT,0.0,MEDICAL,C,3000,13.79,0.1,Y,0
57600,RENT,1.0,PERSONAL,B,3000,10.99,0.05,N,0
75000,MORTGAGE,0.0,EDUCATION,A,15000,6.03,0.2,N,0
70000,MORTGAGE,5.0,DEBTCONSOLIDATION,B,15000,10.99,0.21,N,0
97296,MORTGAGE,12.0,EDUCATION,B,12000,12.42,0.12,N,0
84000,OWN,4.0,PERSONAL,A,14400,7.49,0.17,N,0
98603,MORTGAGE,18.0,MEDICAL,A,20000,7.51,0.18,N,0
65000,RENT,5.0,MEDICAL,B,10000,8.88,0.15,N,0
45000,MORTGAGE,10.0,VENTURE,C,6250,12.53,0.14,Y,0
120000,MORTGAGE,11.0,DEBTCONSOLIDATION,C,8000,13.49,0.07,Y,0
50000,MORTGAGE,2.0,DEBTCONSOLIDATION,C,4000,13.35,0.08,Y,1
24000,RENT,0.0,MEDICAL,B,1500,10.99,0.06,N,0
58000,RENT,4.0,VENTURE,C,4000,13.98,0.07,Y,0
78000,RENT,1.0,HOMEIMPROVEMENT,D,11200,17.58,0.14,N,1
35000,RENT,0.0,EDUCATION,C,3000,13.35,0.09,N,0
65000,MORTGAGE,2.0,DEBTCONSOLIDATION,B,6600,10.65,0.1,N,0
64000,RENT,0.0,HOMEIMPROVEMENT,D,15000,14.42,0.23,N,1
30000,RENT,0.0,MEDICAL,C,3500,13.49,0.12,Y,0
60000,RENT,0.0,VENTURE,B,4000,10.99,0.07,N,0
60000,RENT,0.0,PERSONAL,A,3000,7.29,0.05,N,0
117000,MORTGAGE,4.0,EDUCATION,D,14000,15.65,0.12,N,0
40000,RENT,2.0,DEBTCONSOLIDATION,C,3500,14.22,0.09,N,0
35316,RENT,0.0,MEDICAL,A,7175,7.49,0.2,N,0
35000,RENT,0.0,MEDICAL,B,10000,10.37,0.29,N,0
70000,MORTGAGE,12.0,PERSONAL,B,3000,12.42,0.04,N,0
42000,MORTGAGE,7.0,PERSONAL,C,5000,13.8,0.12,Y,0
30000,RENT,2.0,MEDICAL,C,5000,13.49,0.17,Y,0
50000,MORTGAGE,8.0,MEDICAL,B,7000,8.88,0.14,N,0
120000,OWN,1.0,HOMEIMPROVEMENT,C,7500,10.28,0.06,N,0
