person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_percent_income,cb_person_default_on_file,loan_status,rate_burden
50000,OWN,3.0,VENTURE,B,6000,10.99,0.12,N,0,1.3188
65000,MORTGAGE,10.0,PERSONAL,B,10000,9.88,0.15,N,0,1.482
65000,RENT,4.0,HOMEIMPROVEMENT,B,8700,10.71,0.13,N,0,1.3923
40000,RENT,0.0,HOMEIMPROVEMENT,C,10000,13.35,0.25,N,1,3.3375
80000,OWN,4.0,HOMEIMPROVEMENT,A,6000,8.94,0.07,N,0,0.6258
50000,MORTGAGE,0.0,PERSONAL,B,7000,10.37,0.14,N,0,1.4518
70000,OWN,3.0,PERSONAL,A,10000,6.03,0.14,N,0,0.8442000000000001
95000,RENT,1.0,HOMEIMPROVEMENT,C,25000,12.99,0.26,Y,0,3.3774
120000,MORTGAGE,9.0,HOMEIMPROVEMENT,B,10000,11.14,0.08,N,0,0.8912000000000001
26000,RENT,0.0,DEBTCONSOLIDATION,B,4000,11.49,0.15,N,0,1.7235
60000,MORTGAGE,29.0,MEDICAL,B,2000,10.99,0.03,N,0,0.3297
86400,MORTGAGE,4.0,VENTURE,A,12000,7.29,0.14,N,0,1.0206000000000002
66000,MORTGAGE,6.0,PERSONAL,A,6000,7.9,0.09,N,0,0.711
67150,MORTGAGE,1.0,MEDICAL,D,15000,14.11,0.19,Y,1,2.6809
58000,RENT,0.0,VENTURE,B,15000,12.53,0.26,N,0,3.2578
75000,RENT,7.0,MEDICAL,B,3000,12.69,0.04,N,0,0.5075999999999999
60500,RENT,3.0,EDUCATION,C,7000,12.84,0.12,N,0,1.5408
60000,OWN,18.0,HOMEIMPROVEMENT,C,10000,13.49,0.17,N,0,2.2933000000000003
85920,MORTGAGE,7.0,PERSONAL,C,15000,13.98,0.18,Y,0,2.5164
170000,RENT,4.0,EDUCATION,B,12000,9.63,0.07,N,0,0.6741000000000001
51850,RENT,4.0,MEDICAL,D,7000,15.95,0.12,N,1,1.914
60000,MORTGAGE,1.0,VENTURE,B,10000,12.21,0.17,N,0,2.0757000000000003
45000,RENT,7.0,EDUCATION,B,15000,10.65,0.33,N,1,3.5145000000000004
30000,RENT,0.0,DEBTCONSOLIDATION,A,6000,7.66,0.2,N,0,1.532
110000,MORTGAGE,13.0,MEDICAL,A,10000,6.03,0.09,N,0,0.5427
42000,RENT,0.0,MEDICAL,A,4000,7.51,0.1,N,0,0.751
40000,RENT,0.0,MEDICAL,C,9000,12.23,0.23,N,0,2.8129000000000004
43000,RENT,9.0,MEDICAL,C,3000,13.11,0.07,Y,0,0.9177000000000001
70000,OWN,8.0,VENTURE,B,4500,11.12,0.06,N,0,0.6671999999999999
30000,RENT,2.0,MEDICAL,A,5000,8.9,0.17,N,0,1.5130000000000001
48000,MORTGAGE,3.0,MEDICAL,D,2000,15.62,0.04,N,1,0.6248
34000,RENT,1.0,DEBTCONSOLIDATION,E,13000,15.68,0.37,Y,1,5.8016
60500,RENT,5.0,EDUCATION,B,5000,10.75,0.08,N,0,0.86
33600,RENT,4.0,MEDICAL,A,3500,8.9,0.11,N,0,0.9790000000000001
39600,RENT,5.0,PERSONAL,A,12000,8.9,0.3,N,0,2.67
37680,RENT,5.0,MEDICAL,B,15000,9.88,0.4,N,1,3.9520000000000004
79050,RENT,5.0,MEDICAL,D,7000,14.96,0.09,N,1,1.3464
36000,RENT,0.0,EDUCATION,A,10000,7.14,0.28,N,0,1.9992
25000,RENT,2.0,EDUCATION,B,5600,10.99,0.22,N,0,2.4178
30000,OWN,0.0,VENTURE,A,6500,8.49,0.22,N,0,1.8678000000000001
33000,MORTGAGE,0.0,HOMEIMPROVEMENT,C,1000,13.06,0.03,Y,1,0.3918
45000,MORTGAGE,3.0,EDUCATION,B,7500,11.86,0.17,N,0,2.0162
60000,MORTGAGE,7.0,DEBTCONSOLIDATION,C,8000,13.92,0.13,N,0,1.8096
65000,RENT,6.0,EDUCATION,C,12000,13.99,0.18,Y,0,2.5181999999999998
78000,MORTGAGE,0.0,DEBTCONSOLIDATION,C,15000,13.22,0.19,Y,1,2.5118
40000,RENT,4.0,EDUCATION,C,9000,14.27,0.23,Y,0,3.2821000000000002
30000,RENT,6.0,EDUCATION,B,2400,11.49,0.08,N,0,0.9192
90000,RENT,0.0,EDUCATION,C,13200,13.48,0.15,N,0,2.022
69000,RENT,4.0,VENTURE,C,13000,13.49,0.19,N,0,2.5631
30000,RENT,2.0,EDUCATION,C,4000,13.22,0.13,N,0,1.7186000000000001
69000,MORTGAGE,11.0,EDUCATION,D,24000,16.77,0.36,N,1,6.0371999999999995
27600,RENT,4.0,EDUCATION,C,7500,13.49,0.27,N,0,3.6423
60000,MORTGAGE,4.0,MEDICAL,B,15000,10.99,0.25,N,0,2.7475
80000,MORTGAGE,11.0,EDUCATION,A,18000,7.51,0.23,N,0,1.7273
120000,MORTGAGE,3.0,HOMEIMPROVEMENT,A,4800,7.4,0.04,N,0,0.29600000000000004
60000,OTHER,4.0,VENTURE,B,16000,11.14,0.27,N,0,3.0078000000000005
69000,MORTGAGE,0.0,MEDICAL,A,3500,7.9,0.05,N,0,0.395
72000,RENT,0.0,VENTURE,F,10000,20.89,0.14,Y,0,2.9246000000000003
56950,RENT,10.0,MEDICAL,B,5000,9.88,0.07,N,1,0.6916000000000001
51500,RENT,2.0,HOMEIMPROVEMENT,D,20000,14.09,0.39,N,1,5.4951
92000,MORTGAGE,1.0,EDUCATION,B,24000,10.99,0.26,N,0,2.8574
75000,MORTGAGE,2.0,EDUCATION,A,13500,8.94,0.19,N,0,1.6985999999999999
75000,RENT,2.0,EDUCATION,B,18000,11.49,0.24,N,0,2.7576
75000,MORTGAGE,10.0,MEDICAL,A,20000,7.88,0.27,N,0,2.1276
65000,MORTGAGE,4.0,DEBTCONSOLIDATION,A,9000,5.79,0.14,N,0,0.8106000000000001
30000,RENT,1.0,MEDICAL,A,10750,8.94,0.36,N,1,3.2183999999999995
60000,MORTGAGE,6.0,EDUCATION,B,2500,10.65,0.04,N,0,0.42600000000000005
95000,RENT,1.0,PERSONAL,C,7500,14.65,0.08,Y,0,1.1720000000000002
50000,RENT,4.0,DEBTCONSOLIDATION,C,8000,14.79,0.16,N,0,2.3664
75000,RENT,1.0,VENTURE,D,25000,12.92,0.33,Y,0,4.2636
86000,RENT,2.0,PERSONAL,A,20000,6.54,0.23,N,0,1.5042
24000,RENT,2.0,EDUCATION,A,8000,7.51,0.33,N,1,2.4783
108000,RENT,1.0,HOMEIMPROVEMENT,E,14000,16.0,0.13,Y,1,2.08
37000,RENT,3.0,MEDICAL,B,2000,10.99,0.05,N,0,0.5495
93000,MORTGAGE,6.0,PERSONAL,C,8000,13.8,0.09,Y,0,1.242
92004,MORTGAGE,2.0,EDUCATION,B,5000,11.12,0.06,N,0,0.6671999999999999
45000,RENT,1.0,VENTURE,C,20000,13.48,0.44,N,1,5.9312000000000005
70000,MORTGAGE,4.0,VENTURE,A,8400,7.51,0.12,N,0,0.9011999999999999
57600,RENT,1.0,PERSONAL,B,10000,10.37,0.17,N,0,1.7629
62000,MORTGAGE,6.0,DEBTCONSOLIDATION,A,9000,6.03,0.15,N,0,0.9045
15000,OWN,0.0,MEDICAL,B,4200,10.59,0.29,N,0,3.0711
42000,MORTGAGE,5.0,VENTURE,A,3250,7.88,0.08,N,0,0.6304
59617,MORTGAGE,14.0,HOMEIMPROVEMENT,F,21000,15.62,0.35,N,0,5.467
48000,RENT,1.0,DEBTCONSOLIDATION,B,4000,11.49,0.08,N,0,0.9192
65000,MORTGAGE,3.0,EDUCATION,A,4500,8.0,0.07,N,0,0.56
90000,MORTGAGE,8.0,MEDICAL,B,20000,10.38,0.22,N,0,2.2836000000000003
32000,RENT,2.0,PERSONAL,C,11000,13.57,0.34,N,1,4.6138
140000,MORTGAGE,2.0,MEDICAL,A,12000,7.88,0.09,N,0,0.7091999999999999
57335,MORTGAGE,6.0,EDUCATION,D,11500,14.84,0.2,Y,1,2.968
90000,MORTGAGE,0.0,PERSONAL,D,17600,16.77,0.2,Y,0,3.354
18000,RENT,2.0,EDUCATION,B,3000,12.69,0.17,N,1,2.1573
90900,RENT,9.0,VENTURE,A,9000,6.91,0.1,N,0,0.6910000000000001
56400,RENT,3.0,EDUCATION,D,3000,14.96,0.05,Y,1,0.7480000000000001
35000,RENT,1.0,EDUCATION,A,8000,9.32,0.23,N,0,2.1436
50000,RENT,7.0,EDUCATION,B,5000,12.42,0.1,N,0,1.242
51996,RENT,7.0,VENTURE,A,9600,6.62,0.18,N,0,1.1916
80000,MORTGAGE,3.0,VENTURE,B,7500,9.91,0.09,N,0,0.8919
43000,MORTGAGE,5.0,MEDICAL,A,8500,7.88,0.2,N,0,1.576
40000,OWN,12.0,HOMEIMPROVEMENT,A,6000,6.62,0.15,N,0,0.993
42000,RENT,6.0,MEDICAL,C,7500,12.87,0.18,Y,0,2.3165999999999998
120000,MORTGAGE,3.0,PERSONAL,B,8000,11.49,0.07,N,0,0.8043000000000001
22000,RENT,2.0,HOMEIMPROVEMENT,A,10000,6.54,0.46,N,1,3.0084
45000,RENT,3.0,PERSONAL,B,17000,9.91,0.38,N,1,3.7658
43200,MORTGAGE,4.0,MEDICAL,C,3200,13.49,0.08,N,0,1.0792
48000,RENT,1.0,EDUCATION,B,4500,11.83,0.09,N,0,1.0647
35000,MORTGAGE,6.0,EDUCATION,A,3000,6.03,0.09,N,0,0.5427
60000,MORTGAGE,5.0,DEBTCONSOLIDATION,C,6000,12.87,0.09,Y,0,1.1582999999999999
56000,RENT,4.0,HOMEIMPROVEMENT,E,10750,14.38,0.19,N,0,2.7322
135000,MORTGAGE,9.0,HOMEIMPROVEMENT,C,15000,13.85,0.11,N,0,1.5235
105000,MORTGAGE,7.0,DEBTCONSOLIDATION,A,6000,8.9,0.06,N,0,0.534
93000,RENT,0.0,DEBTCONSOLIDATION,B,10800,11.83,0.11,N,0,1.3013000000000001
48000,RENT,5.0,PERSONAL,D,7200,14.96,0.15,N,0,2.244
45000,RENT,3.0,MEDICAL,A,4000,7.49,0.09,N,0,0.6741
110000,MORTGAGE,1.0,VENTURE,D,25000,15.99,0.23,N,0,3.6777
44004,RENT,0.0,MEDICAL,C,5000,13.79,0.11,Y,1,1.5169
120000,MORTGAGE,7.0,MEDICAL,B,15000,11.71,0.13,N,0,1.5223000000000002
86400,MORTGAGE,16.0,PERSONAL,A,5000,7.9,0.06,N,0,0.474
28800,RENT,0.0,PERSONAL,A,10000,7.68,0.35,N,1,2.6879999999999997
65000,RENT,3.0,HOMEIMPROVEMENT,A,12500,7.51,0.19,N,0,1.4269
57600,MORTGAGE,14.0,DEBTCONSOLIDATION,A,10000,6.62,0.17,N,0,1.1254000000000002
46800,MORTGAGE,0.0,MEDICAL,C,6500,12.87,0.13,N,1,1.6731
24000,RENT,0.0,EDUCATION,A,6000,8.0,0.25,N,0,2.0
35000,RENT,9.0,PERSONAL,C,3500,13.72,0.1,N,0,1.372
25000,RENT,1.0,MEDICAL,C,7500,12.68,0.3,N,0,3.804
50000,MORTGAGE,7.0,DEBTCONSOLIDATION,A,3000,5.79,0.06,N,0,0.3474
28114,RENT,0.0,EDUCATION,A,8800,8.49,0.31,N,1,2.6319
65000,MORTGAGE,7.0,EDUCATION,A,3000,7.88,0.05,N,0,0.394
45000,MORTGAGE,3.0,VENTURE,A,5000,7.88,0.11,N,0,0.8668
60000,RENT,4.0,MEDICAL,B,1600,11.99,0.03,N,1,0.3597
46000,MORTGAGE,3.0,MEDICAL,A,11000,7.88,0.24,N,0,1.8912
73000,RENT,7.0,DEBTCONSOLIDATION,C,2500,14.35,0.03,N,0,0.4305
43200,RENT,6.0,EDUCATION,C,1200,13.8,0.03,N,1,0.414
35004,RENT,6.0,MEDICAL,C,8000,15.27,0.22,Y,0,3.3594
50000,RENT,0.0,PERSONAL,C,12000,13.8,0.24,N,0,3.312
120000,MORTGAGE,0.0,MEDICAL,B,18000,9.63,0.15,N,0,1.4445000000000001
78000,MORTGAGE,6.0,MEDICAL,A,7200,6.62,0.09,N,0,0.5958
60000,RENT,1.0,VENTURE,D,25000,14.96,0.42,N,1,6.2832
47000,RENT,4.0,MEDICAL,G,16000,19.82,0.34,Y,1,6.7388
65000,MORTGAGE,2.0,PERSONAL,A,20000,6.17,0.31,N,0,1.9127
40000,RENT,2.0,MEDICAL,B,16000,10.99,0.4,N,1,4.396
39000,RENT,3.0,MEDICAL,B,10000,11.99,0.26,N,1,3.1174
110000,OWN,0.0,HOMEIMPROVEMENT,A,15000,8.94,0.14,N,0,1.2516
102000,MORTGAGE,9.0,HOMEIMPROVEMENT,A,14000,7.9,0.14,N,0,1.106
58560,MORTGAGE,3.0,MEDICAL,C,10000,14.22,0.18,N,0,2.5596
55000,RENT,3.0,PERSONAL,A,9000,7.51,0.16,N,0,1.2016
74400,MORTGAGE,11.0,EDUCATION,B,12000,11.86,0.16,N,0,1.8976
34000,RENT,14.0,MEDICAL,D,7500,15.58,0.22,Y,1,3.4276
59000,RENT,7.0,VENTURE,C,15000,13.16,0.25,N,0,3.29
66560,MORTGAGE,4.0,DEBTCONSOLIDATION,C,6000,13.57,0.09,Y,0,1.2213
80500,RENT,0.0,VENTURE,B,4000,10.99,0.05,N,0,0.5495
60000,RENT,10.0,DEBTCONSOLIDATION,B,15000,10.37,0.25,N,0,2.5925
87000,RENT,4.0,EDUCATION,B,15000,10.99,0.17,N,0,1.8683
78000,MORTGAGE,3.0,EDUCATION,C,6000,14.72,0.08,Y,0,1.1776
66000,RENT,2.0,DEBTCONSOLIDATION,B,20000,10.99,0.3,N,0,3.297
75000,RENT,5.0,HOMEIMPROVEMENT,A,15000,6.03,0.2,N,0,1.2060000000000002
63000,RENT,2.0,MEDICAL,B,10000,9.91,0.15,N,0,1.4865
28500,RENT,1.0,VENTURE,D,1000,14.59,0.03,N,1,0.4377
48000,OWN,6.0,VENTURE,B,15000,11.12,0.31,N,0,3.4471999999999996
36996,RENT,3.0,VENTURE,B,5000,9.99,0.14,N,0,1.3986
36000,MORTGAGE,7.0,VENTURE,A,8000,7.49,0.22,N,0,1.6478000000000002
55000,RENT,6.0,MEDICAL,A,6000,6.99,0.11,N,0,0.7689
62400,OWN,3.0,MEDICAL,B,12000,9.99,0.19,N,0,1.8981000000000001
30000,MORTGAGE,2.0,VENTURE,B,7800,11.83,0.24,N,0,2.8392
90000,RENT,0.0,DEBTCONSOLIDATION,B,7000,11.26,0.08,N,0,0.9008
85000,MORTGAGE,7.0,EDUCATION,A,10000,7.88,0.12,N,0,0.9456
175000,RENT,18.0,DEBTCONSOLIDATION,A,25000,6.99,0.12,N,0,0.8388
35000,RENT,12.0,VENTURE,B,4200,10.99,0.12,N,0,1.3188
65000,RENT,3.0,VENTURE,B,12800,11.48,0.2,N,0,2.2960000000000003
45336,MORTGAGE,8.0,MEDICAL,B,12250,11.86,0.27,N,0,3.2022
65000,MORTGAGE,2.0,MEDICAL,B,18000,9.99,0.28,N,0,2.7972
40000,RENT,2.0,VENTURE,B,1000,9.25,0.03,N,0,0.27749999999999997
58000,RENT,5.0,DEBTCONSOLIDATION,D,14000,12.61,0.24,N,1,3.0263999999999998
44000,RENT,4.0,MEDICAL,C,7000,13.23,0.16,Y,0,2.1168
85000,RENT,1.0,EDUCATION,A,12000,7.88,0.14,N,0,1.1032000000000002
120000,RENT,7.0,EDUCATION,C,10000,12.73,0.08,Y,0,1.0184
30000,RENT,0.0,DEBTCONSOLIDATION,E,8000,16.45,0.27,Y,1,4.4415000000000004
80000,RENT,2.0,PERSONAL,A,7000,6.99,0.09,N,0,0.6291
44000,RENT,5.0,DEBTCONSOLIDATION,C,20000,13.49,0.45,N,1,6.0705
45000,MORTGAGE,6.0,EDUCATION,C,6000,14.17,0.13,Y,0,1.8421
30000,RENT,9.0,EDUCATION,A,8875,5.42,0.3,N,0,1.626
88000,MORTGAGE,4.0,EDUCATION,B,9925,10.99,0.11,N,0,1.2089
150000,MORTGAGE,14.0,PERSONAL,B,25000,10.75,0.17,N,0,1.8275000000000001
120000,MORTGAGE,9.0,HOMEIMPROVEMENT,B,14000,11.14,0.12,N,0,1.3368
36000,RENT,8.0,DEBTCONSOLIDATION,C,10000,13.48,0.28,N,0,3.7744000000000004
42000,RENT,9.0,MEDICAL,B,2500,9.99,0.06,N,0,0.5994
70000,RENT,6.0,DEBTCONSOLIDATION,C,13000,15.27,0.19,N,0,2.9013
61455,MORTGAGE,3.0,MEDICAL,D,9600,15.58,0.14,N,1,2.1812
32400,RENT,6.0,MEDICAL,C,3200,13.49,0.1,N,0,1.3490000000000002
65000,OWN,0.0,VENTURE,C,2500,13.49,0.04,Y,0,0.5396
35000,MORTGAGE,4.0,DEBTCONSOLIDATION,A,3500,7.14,0.1,N,0,0.714
96000,MORTGAGE,7.0,EDUCATION,A,24000,7.88,0.25,N,0,1.97
45243,RENT,3.0,EDUCATION,B,7200,9.25,0.16,N,0,1.48
45000,RENT,2.0,VENTURE,D,10000,15.05,0.22,Y,1,3.3110000000000004
28000,RENT,6.0,DEBTCONSOLIDATION,C,8000,12.99,0.29,N,1,3.7670999999999997
36000,OWN,7.0,EDUCATION,A,15000,6.54,0.42,N,0,2.7468
42000,RENT,4.0,MEDICAL,B,5000,10.36,0.12,N,0,1.2431999999999999
43000,RENT,8.0,MEDICAL,A,10000,7.14,0.23,N,0,1.6422
85000,MORTGAGE,9.0,EDUCATION,C,20000,14.65,0.24,Y,0,3.516
41004,RENT,2.0,DEBTCONSOLIDATION,B,3000,11.99,0.07,N,0,0.8393
75000,RENT,2.0,EDUCATION,B,6000,11.48,0.08,N,0,0.9184000000000001
42000,RENT,2.0,PERSONAL,D,6000,14.96,0.14,N,1,2.0944000000000003
24996,RENT,4.0,DEBTCONSOLIDATION,C,8500,12.98,0.33,Y,1,4.2834
69600,RENT,7.0,PERSONAL,C,1000,12.99,0.01,Y,0,0.12990000000000002
60000,MORTGAGE,2.0,DEBTCONSOLIDATION,B,15000,10.99,0.25,N,0,2.7475
55000,MORTGAGE,5.0,DEBTCONSOLIDATION,B,8000,11.71,0.15,N,0,1.7565000000000002
36000,RENT,0.0,DEBTCONSOLIDATION,B,4000,11.89,0.11,N,0,1.3079
65000,RENT,7.0,VENTURE,A,4400,5.79,0.07,N,0,0.40530000000000005
54400,RENT,2.0,MEDICAL,E,24250,19.03,0.35,Y,1,6.6605
44000,RENT,3.0,DEBTCONSOLIDATION,D,8000,12.92,0.18,N,1,2.3256
96500,RENT,2.0,DEBTCONSOLIDATION,C,7000,13.43,0.07,N,0,0.9401
44000,RENT,2.0,DEBTCONSOLIDATION,D,6000,15.62,0.14,N,1,2.1868000000000003
35000,OWN,4.0,MEDICAL,C,5000,14.79,0.14,N,0,2.0706
110000,RENT,4.0,DEBTCONSOLIDATION,B,30000,8.88,0.27,N,0,2.3976
50000,MORTGAGE,2.0,EDUCATION,A,12000,8.59,0.24,N,0,2.0616
130000,MORTGAGE,17.0,VENTURE,C,9000,13.49,0.07,Y,0,0.9443000000000001
66000,MORTGAGE,6.0,EDUCATION,A,5000,6.99,0.08,N,0,0.5592
40000,RENT,3.0,VENTURE,E,6000,16.0,0.15,Y,1,2.4
70000,MORTGAGE,6.0,VENTURE,C,6000,13.23,0.09,N,0,1.1907
60000,RENT,1.0,HOMEIMPROVEMENT,C,5000,13.98,0.08,Y,0,1.1184
70000,MORTGAGE,3.0,MEDICAL,A,12000,6.03,0.17,N,0,1.0251000000000001
25000,RENT,1.0,EDUCATION,C,2000,13.22,0.08,Y,0,1.0576
72136,RENT,17.0,VENTURE,D,24000,15.65,0.33,N,1,5.1645
130000,RENT,1.0,EDUCATION,B,12500,9.62,0.1,N,0,0.962
38000,MORTGAGE,0.0,MEDICAL,C,4000,12.73,0.11,Y,0,1.4003
80000,MORTGAGE,0.0,MEDICAL,A,18000,7.9,0.23,N,0,1.8170000000000002
36000,RENT,3.0,EDUCATION,C,5000,12.68,0.14,N,0,1.7752000000000001
45000,RENT,3.0,VENTURE,A,8000,6.92,0.18,N,0,1.2456
95000,MORTGAGE,12.0,HOMEIMPROVEMENT,A,12000,6.03,0.13,N,0,0.7839
175000,MORTGAGE,14.0,MEDICAL,A,6000,6.76,0.03,N,0,0.20279999999999998
84000,RENT,5.0,DEBTCONSOLIDATION,B,12000,12.42,0.14,N,0,1.7388000000000001
105000,MORTGAGE,3.0,HOMEIMPROVEMENT,C,20000,12.87,0.19,Y,0,2.4453
36396,RENT,9.0,EDUCATION,A,5000,5.42,0.14,N,0,0.7588
100000,MORTGAGE,4.0,MEDICAL,A,10000,5.79,0.1,N,0,0.5790000000000001
113800,RENT,8.0,VENTURE,B,5000,11.83,0.04,N,0,0.4732
18000,RENT,1.0,PERSONAL,D,7500,15.31,0.44,N,1,6.736400000000001
54996,OTHER,11.0,PERSONAL,A,5500,9.32,0.1,N,0,0.932
38000,RENT,3.0,DEBTCONSOLIDATION,A,11000,8.94,0.29,N,0,2.5925999999999996
72000,MORTGAGE,7.0,PERSONAL,A,6000,5.42,0.08,N,0,0.4336
40000,MORTGAGE,4.0,PERSONAL,A,10000,8.94,0.25,N,0,2.235
175000,MORTGAGE,2.0,MEDICAL,A,12000,7.88,0.07,N,0,0.5516000000000001
120000,MORTGAGE,3.0,MEDICAL,A,10000,5.42,0.08,N,0,0.4336
108639,MORTGAGE,2.0,DEBTCONSOLIDATION,B,18000,9.99,0.17,N,0,1.6983000000000001
54000,MORTGAGE,4.0,HOMEIMPROVEMENT,B,5200,10.08,0.1,N,0,1.008
74000,MORTGAGE,5.0,HOMEIMPROVEMENT,C,2400,12.99,0.03,Y,0,0.3897
95000,MORTGAGE,12.0,EDUCATION,A,20000,7.88,0.21,N,0,1.6547999999999998
42000,MORTGAGE,3.0,VENTURE,A,10000,5.99,0.24,N,0,1.4376
175000,MORTGAGE,2.0,EDUCATION,A,4000,7.14,0.02,N,0,0.1428
96000,MORTGAGE,4.0,HOMEIMPROVEMENT,D,5000,15.33,0.05,Y,0,0.7665000000000001
50000,MORTGAGE,6.0,DEBTCONSOLIDATION,B,12000,10.37,0.24,N,0,2.4888
63000,MORTGAGE,4.0,EDUCATION,A,4500,7.14,0.07,N,0,0.4998
80000,MORTGAGE,6.0,DEBTCONSOLIDATION,B,5000,11.71,0.06,N,0,0.7026
78000,RENT,14.0,MEDICAL,B,25000,11.36,0.32,N,1,3.6351999999999998
15600,OWN,1.0,VENTURE,C,1000,14.65,0.06,Y,0,0.879
60000,MORTGAGE,3.0,VENTURE,A,5000,5.42,0.08,N,0,0.4336
25000,MORTGAGE,1.0,DEBTCONSOLIDATION,A,1600,6.76,0.06,N,0,0.40559999999999996
60000,RENT,7.0,PERSONAL,C,10000,13.57,0.17,Y,0,2.3069
60000,OWN,0.0,MEDICAL,A,7000,9.63,0.12,N,0,1.1556
73000,MORTGAGE,3.0,HOMEIMPROVEMENT,A,15000,6.54,0.21,N,1,1.3734
48000,MORTGAGE,3.0,HOMEIMPROVEMENT,A,10000,7.49,0.21,N,0,1.5729
85000,RENT,3.0,HOMEIMPROVEMENT,B,20000,10.25,0.24,N,0,2.46
144600,MORTGAGE,0.0,PERSONAL,A,7000,9.63,0.05,N,0,0.48150000000000004
130000,MORTGAGE,11.0,VENTURE,B,5000,9.91,0.04,N,0,0.39640000000000003
72000,RENT,3.0,MEDICAL,B,15000,10.99,0.21,N,0,2.3079
40000,RENT,5.0,VENTURE,A,4500,7.49,0.11,N,0,0.8239000000000001
38000,MORTGAGE,8.0,PERSONAL,C,12000,12.99,0.32,Y,0,4.1568000000000005
65000,RENT,0.0,MEDICAL,A,7000,7.88,0.11,N,0,0.8668
65200,MORTGAGE,5.0,PERSONAL,A,8000,8.94,0.12,N,0,1.0728
175000,MORTGAGE,6.0,EDUCATION,B,2500,9.91,0.01,N,0,0.09910000000000001
65000,RENT,9.0,HOMEIMPROVEMENT,D,10000,16.77,0.15,Y,0,2.5155
37000,RENT,8.0,MEDICAL,B,6000,11.71,0.16,N,0,1.8736000000000002
60000,RENT,0.0,EDUCATION,B,20000,12.53,0.33,N,1,4.1349
55000,RENT,1.0,DEBTCONSOLIDATION,A,8000,7.9,0.15,N,0,1.185
114000,MORTGAGE,5.0,VENTURE,B,7500,9.76,0.07,N,0,0.6832
105804,RENT,4.0,HOMEIMPROVEMENT,E,20000,17.74,0.19,N,0,3.3705999999999996
85000,RENT,5.0,EDUCATION,B,2500,10.99,0.03,N,0,0.3297
35000,RENT,0.0,MEDICAL,A,5100,9.63,0.15,N,0,1.4445000000000001
35000,RENT,3.0,PERSONAL,A,2500,5.42,0.07,N,0,0.3794
29916,RENT,2.0,VENTURE,D,6000,15.65,0.2,N,1,3.1300000000000003
90000,RENT,6.0,EDUCATION,C,10000,12.61,0.11,N,0,1.3871
48000,RENT,4.0,EDUCATION,B,5000,12.42,0.1,N,0,1.242
30000,MORTGAGE,5.0,HOMEIMPROVEMENT,B,5000,10.36,0.17,N,0,1.7612
83200,MORTGAGE,7.0,EDUCATION,A,5000,7.51,0.06,N,0,0.45059999999999995
160000,MORTGAGE,4.0,DEBTCONSOLIDATION,B,25000,11.49,0.16,N,0,1.8384
36000,RENT,0.0,EDUCATION,A,6000,8.9,0.17,N,0,1.5130000000000001
62690,MORTGAGE,7.0,EDUCATION,B,4400,11.71,0.07,N,0,0.8197000000000001
35000,RENT,2.0,PERSONAL,B,5500,9.99,0.15,N,0,1.4985
40000,RENT,5.0,PERSONAL,A,14000,6.03,0.35,N,1,2.1105
40000,RENT,2.0,VENTURE,B,7300,10.65,0.19,N,0,2.0235000000000003
175000,RENT,2.0,HOMEIMPROVEMENT,A,6000,7.51,0.03,N,0,0.22529999999999997
28800,RENT,0.0,VENTURE,A,6500,6.17,0.23,N,0,1.4191
30000,RENT,4.0,PERSONAL,B,2400,12.42,0.08,N,0,0.9936
75000,RENT,2.0,DEBTCONSOLIDATION,B,7000,9.91,0.09,N,0,0.8919
139992,RENT,1.0,MEDICAL,B,16000,9.63,0.12,N,0,1.1556
108000,RENT,1.0,HOMEIMPROVEMENT,A,10000,7.66,0.09,N,0,0.6894
90000,MORTGAGE,0.0,HOMEIMPROVEMENT,B,25000,11.36,0.28,N,0,3.1808
60000,OWN,0.0,PERSONAL,B,7200,9.99,0.12,N,0,1.1988
30000,MORTGAGE,7.0,DEBTCONSOLIDATION,B,10000,11.71,0.33,N,0,3.8643000000000005
50000,RENT,2.0,DEBTCONSOLIDATION,A,18000,6.54,0.37,N,1,2.4198
120000,MORTGAGE,4.0,EDUCATION,A,7000,7.49,0.06,N,0,0.4494
33000,MORTGAGE,8.0,MEDICAL,G,12000,19.82,0.36,N,1,7.1352
54000,RENT,2.0,EDUCATION,E,5000,15.13,0.09,N,1,1.3617
90000,MORTGAGE,4.0,DEBTCONSOLIDATION,A,10000,7.14,0.11,N,0,0.7854
175000,MORTGAGE,2.0,MEDICAL,C,15000,12.99,0.06,Y,0,0.7794
45000,RENT,16.0,DEBTCONSOLIDATION,A,6000,7.49,0.12,N,0,0.8988
85272,RENT,7.0,VENTURE,A,5000,11.11,0.06,N,0,0.6666
80000,RENT,6.0,HOMEIMPROVEMENT,C,16000,13.22,0.2,N,0,2.644
99518,MORTGAGE,10.0,HOMEIMPROVEMENT,A,4500,7.74,0.05,N,0,0.387
69996,RENT,1.0,EDUCATION,B,15000,11.89,0.21,N,0,2.4969
80000,MORTGAGE,5.0,PERSONAL,A,8000,5.99,0.1,N,0,0.5990000000000001
78513,RENT,0.0,MEDICAL,C,10000,11.03,0.13,Y,0,1.4339
25000,OTHER,0.0,EDUCATION,B,7000,11.48,0.28,N,0,3.2144000000000004
