person_income,person_home_ownership,person_emp_length,loan_grade,loan_amnt,loan_int_rate,loan_percent_income,loan_status,intent_default_risk
54996,MORTGAGE,0.0,A,5000,6.92,0.09,0,6
49000,RENT,2.0,D,4800,14.84,0.1,1,12
45000,RENT,2.0,B,15000,10.99,0.33,0,5
44000,RENT,7.0,D,4000,14.11,0.09,0,3
33996,RENT,0.0,C,8400,13.47,0.25,0,5
90000,MORTGAGE,7.0,B,12000,10.59,0.13,0,5
31200,MORTGAGE,4.0,B,8500,10.59,0.27,0,2
58000,RENT,2.0,A,15000,9.63,0.26,0,1
105000,MORTGAGE,0.0,A,30000,8.9,0.29,0,6
25700,RENT,4.0,C,5200,13.49,0.19,0,2
73000,OTHER,4.0,B,11000,11.86,0.15,1,3
70000,MORTGAGE,6.0,C,16000,14.65,0.23,0,6
68000,MORTGAGE,5.0,A,10000,6.03,0.15,0,5
28800,RENT,2.0,B,6000,11.49,0.21,0,5
72000,MORTGAGE,6.0,A,5000,7.51,0.07,0,6
52000,RENT,3.0,C,7000,13.79,0.13,0,7
46500,RENT,4.0,B,5000,10.37,0.11,1,2
72204,OTHER,2.0,C,16000,12.53,0.22,0,7
42000,RENT,0.0,C,1500,12.29,0.04,0,2
50000,MORTGAGE,6.0,A,6000,7.51,0.12,0,2
42000,RENT,2.0,A,5000,8.07,0.12,0,6
130000,RENT,5.0,C,12000,13.8,0.09,0,7
50000,MORTGAGE,7.0,A,10000,7.74,0.2,0,2
99518,MORTGAGE,11.0,A,6000,6.62,0.06,0,3
111000,RENT,11.0,E,13000,16.32,0.12,1,6
130000,MORTGAGE,0.0,B,25000,11.49,0.19,0,3
60000,RENT,4.0,B,10000,10.25,0.17,0,1
50000,RENT,2.0,C,3000,13.49,0.06,0,8
87550,MORTGAGE,8.0,B,12500,11.48,0.13,0,5
95000,MORTGAGE,6.0,A,15000,7.49,0.16,0,3
108000,MORTGAGE,5.0,C,10000,14.27,0.09,0,4
90000,MORTGAGE,9.0,D,14000,15.65,0.16,0,7
33600,RENT,5.0,B,10000,11.49,0.3,0,1
90000,RENT,4.0,B,20000,11.99,0.22,0,5
31200,RENT,0.0,B,3000,10.99,0.1,0,2
40000,RENT,0.0,C,4800,13.49,0.12,0,5
42000,MORTGAGE,5.0,A,8000,9.63,0.19,0,4
80000,MORTGAGE,11.0,B,5000,10.38,0.06,0,6
50000,OWN,3.0,B,18200,10.99,0.36,0,5
28800,RENT,0.0,C,6000,12.68,0.21,0,9
26400,RENT,0.0,C,1500,14.72,0.06,1,8
68004,RENT,7.0,C,16000,12.87,0.24,0,2
54000,MORTGAGE,7.0,A,10000,7.49,0.19,0,5
85000,MORTGAGE,12.0,A,10000,7.9,0.12,0,2
19200,RENT,2.0,D,5000,18.25,0.26,1,7
55000,MORTGAGE,21.0,A,9000,7.49,0.16,0,6
70000,RENT,0.0,C,3000,14.35,0.04,0,8
175000,MORTGAGE,4.0,B,25000,11.83,0.11,0,1
120000,RENT,4.0,A,14000,8.49,0.12,0,2
65000,MORTGAGE,6.0,A,7000,6.99,0.11,0,3
77100,MORTGAGE,4.0,B,15000,9.63,0.19,0,2
96000,MORTGAGE,6.0,C,7500,13.92,0.08,0,3
140000,MORTGAGE,11.0,D,12000,14.59,0.09,0,9
95000,MORTGAGE,12.0,B,7125,9.99,0.08,0,4
45432,MORTGAGE,5.0,A,4600,8.94,0.1,0,2
31000,MORTGAGE,6.0,C,11600,13.99,0.4,1,9
30000,RENT,0.0,C,4000,13.49,0.13,0,12
27000,RENT,0.0,D,2925,15.62,0.11,1,10
54000,MORTGAGE,9.0,B,20000,9.25,0.37,1,4
80000,RENT,0.0,A,16000,5.99,0.2,0,5
26000,OWN,2.0,A,5000,8.59,0.19,0,2
70000,MORTGAGE,10.0,A,5000,6.99,0.07,0,2
72000,MORTGAGE,6.0,C,10000,14.27,0.14,0,8
56000,MORTGAGE,5.0,A,5500,7.49,0.1,0,6
90000,MORTGAGE,9.0,A,5600,6.99,0.06,0,6
30000,RENT,7.0,A,4800,6.03,0.16,0,2
39996,RENT,3.0,C,5000,12.41,0.13,0,11
46800,MORTGAGE,12.0,B,6000,12.69,0.13,0,5
93000,RENT,2.0,B,10000,10.99,0.11,0,4
97000,MORTGAGE,0.0,C,10000,14.65,0.1,0,12
65000,MORTGAGE,7.0,B,5500,11.49,0.08,0,2
100000,MORTGAGE,7.0,A,15000,8.94,0.15,0,2
120000,MORTGAGE,4.0,A,6000,6.76,0.05,0,1
70000,RENT,4.0,B,4000,9.99,0.06,0,1
72000,RENT,1.0,C,6000,13.35,0.08,0,11
44000,OWN,10.0,D,9800,15.99,0.23,0,3
100000,MORTGAGE,9.0,A,10000,7.49,0.1,0,1
91800,MORTGAGE,8.0,B,5000,11.36,0.05,1,5
96000,MORTGAGE,5.0,A,15000,7.9,0.16,0,5
75000,RENT,0.0,B,12500,11.48,0.17,0,6
70000,MORTGAGE,2.0,A,13000,9.38,0.18,0,6
70000,RENT,0.0,A,6000,7.29,0.09,0,6
72000,MORTGAGE,13.0,A,20000,6.54,0.28,0,3
40000,RENT,8.0,D,11000,15.31,0.28,1,2
62900,RENT,11.0,D,4500,14.46,0.06,1,5
36000,MORTGAGE,3.0,A,6000,8.59,0.17,0,6
62000,MORTGAGE,5.0,B,12000,12.42,0.19,0,4
38000,RENT,0.0,B,6000,10.99,0.16,0,1
22000,RENT,0.0,A,4000,6.39,0.18,0,1
120000,RENT,8.0,A,23000,6.91,0.19,0,1
33000,RENT,2.0,A,3000,8.0,0.09,0,2
48000,MORTGAGE,3.0,A,14000,8.9,0.29,0,2
60000,MORTGAGE,3.0,A,5000,6.99,0.08,0,1
42000,RENT,11.0,B,7000,11.36,0.17,0,5
60000,RENT,2.0,B,6500,9.25,0.11,0,6
43200,OWN,6.0,A,12250,8.94,0.28,0,5
62500,MORTGAGE,3.0,B,4000,11.36,0.06,0,5
70000,RENT,6.0,A,12000,7.88,0.17,0,2
40720,RENT,0.0,D,10000,14.42,0.25,1,1
45000,RENT,6.0,B,6800,11.86,0.15,0,6
51000,MORTGAGE,6.0,D,15000,16.77,0.29,1,11
48000,OWN,4.0,C,1500,13.92,0.03,0,2
54000,RENT,2.0,D,10000,14.11,0.19,1,6
27180,RENT,0.0,A,5500,5.99,0.2,0,6
37000,RENT,4.0,A,4200,8.59,0.13,0,3
72000,MORTGAGE,1.0,B,16000,10.99,0.22,0,5
50000,MORTGAGE,9.0,A,8800,7.51,0.18,0,4
80000,MORTGAGE,0.0,B,5000,10.0,0.06,0,3
54000,MORTGAGE,6.0,A,5000,6.03,0.09,0,3
36300,MORTGAGE,3.0,A,5500,7.68,0.16,0,3
75000,RENT,8.0,B,20000,11.48,0.27,0,2
34000,RENT,0.0,B,16000,12.69,0.48,1,2
35000,RENT,0.0,A,4000,7.29,0.11,0,5
70000,MORTGAGE,5.0,A,10000,7.9,0.14,0,6
96000,MORTGAGE,9.0,A,4000,6.39,0.04,0,4
70000,MORTGAGE,6.0,C,6000,15.96,0.09,0,9
60000,RENT,0.0,D,20000,14.54,0.33,1,7
145000,RENT,3.0,B,10000,10.59,0.07,0,3
24000,OWN,3.0,A,5600,6.54,0.23,0,5
34000,MORTGAGE,2.0,D,6000,15.7,0.18,1,9
58752,RENT,4.0,A,10000,6.03,0.17,0,6
60353,RENT,13.0,B,8500,11.36,0.14,0,2
55000,RENT,2.0,A,8000,7.14,0.15,0,6
175000,MORTGAGE,5.0,B,35000,11.83,0.16,0,2
65000,RENT,0.0,B,20000,12.42,0.31,0,2
62000,MORTGAGE,11.0,A,5000,7.66,0.08,0,6
33600,RENT,1.0,D,13750,14.46,0.42,1,11
70000,MORTGAGE,1.0,A,7000,8.94,0.1,0,4
35000,RENT,12.0,A,13000,7.49,0.37,1,1
73000,RENT,7.0,D,5000,14.59,0.07,1,3
150000,MORTGAGE,0.0,A,8000,7.14,0.05,0,3
38000,RENT,4.0,A,9000,9.63,0.24,0,5
175000,RENT,20.0,B,4600,9.99,0.01,0,5
60000,RENT,0.0,C,20000,13.79,0.33,0,11
72000,RENT,2.0,C,10000,12.53,0.14,0,12
76500,RENT,4.0,D,9000,14.84,0.11,0,2
25200,RENT,21.0,C,6000,13.98,0.24,0,7
70000,MORTGAGE,6.0,B,9000,11.71,0.13,0,2
54000,RENT,3.0,A,4000,9.63,0.07,0,5
60000,MORTGAGE,4.0,A,11500,6.03,0.19,0,1
175000,OWN,0.0,B,24000,11.83,0.13,0,3
34000,RENT,4.0,C,5000,12.84,0.15,1,8
105000,MORTGAGE,3.0,C,35000,14.22,0.35,0,6
95000,MORTGAGE,6.0,A,12000,8.94,0.13,0,1
48000,MORTGAGE,4.0,A,7000,7.88,0.15,0,2
50000,OWN,2.0,A,5000,8.94,0.1,0,3
42000,RENT,6.0,B,5000,10.99,0.12,0,2
60000,MORTGAGE,1.0,A,5000,7.29,0.08,0,6
34000,RENT,8.0,B,10000,10.99,0.29,0,4
45000,MORTGAGE,2.0,C,10000,12.98,0.22,0,6
32000,RENT,0.0,A,5600,7.51,0.18,0,3
56000,RENT,10.0,D,15000,14.54,0.27,0,4
70000,MORTGAGE,16.0,A,6000,7.49,0.09,0,5
175000,RENT,4.0,D,25000,15.21,0.14,0,4
42000,RENT,6.0,B,12000,10.65,0.29,0,2
170000,RENT,12.0,B,20000,10.75,0.11,0,6
24000,RENT,0.0,E,9250,14.75,0.39,1,5
37000,RENT,0.0,C,8000,13.16,0.22,0,7
58650,MORTGAGE,2.0,D,10000,16.89,0.14,1,5
60000,RENT,1.0,B,15000,11.12,0.25,0,2
70000,MORTGAGE,6.0,B,5000,12.53,0.07,0,6
50000,RENT,11.0,E,18000,16.77,0.36,1,6
63844,RENT,3.0,A,20000,6.54,0.31,0,6
63000,MORTGAGE,2.0,A,9500,7.51,0.15,0,2
40000,RENT,0.0,C,15250,13.98,0.38,1,12
78000,RENT,0.0,B,19500,9.25,0.24,0,4
80000,MORTGAGE,9.0,A,10000,7.14,0.13,0,2
50000,MORTGAGE,0.0,D,1500,16.07,0.03,0,9
75000,MORTGAGE,1.0,E,12000,15.68,0.16,0,9
118000,OWN,8.0,A,4000,5.42,0.03,0,5
60000,RENT,2.0,B,9600,12.18,0.16,0,1
120000,MORTGAGE,12.0,B,15000,11.14,0.13,0,3
60000,MORTGAGE,5.0,B,13000,10.25,0.22,0,2
40000,RENT,1.0,A,6000,7.9,0.15,0,1
55000,MORTGAGE,15.0,B,12000,10.59,0.22,0,3
56400,RENT,1.0,A,2500,5.79,0.04,0,6
87000,RENT,9.0,B,25000,10.99,0.29,0,2
65000,MORTGAGE,8.0,B,6000,10.59,0.09,0,5
72000,RENT,0.0,A,5000,5.42,0.07,0,6
30000,RENT,7.0,C,6000,14.72,0.2,0,8
85000,MORTGAGE,6.0,A,6000,7.88,0.07,0,2
35000,MORTGAGE,2.0,A,12500,7.29,0.38,0,6
27000,RENT,4.0,A,5000,8.0,0.19,0,2
65000,MORTGAGE,10.0,A,6500,5.79,0.1,0,2
60000,OWN,5.0,B,17000,12.42,0.28,0,1
40000,RENT,6.0,A,8000,7.49,0.2,0,6
65000,MORTGAGE,5.0,B,10000,10.65,0.15,0,4
123000,MORTGAGE,1.0,C,8000,14.26,0.07,0,3
37500,RENT,5.0,D,10000,16.29,0.27,0,5
65100,MORTGAGE,3.0,C,15000,13.48,0.22,0,11
150000,MORTGAGE,13.0,C,10000,13.61,0.07,0,3
30000,RENT,2.0,A,12000,8.9,0.4,1,6
80000,MORTGAGE,2.0,A,6000,5.42,0.07,0,6
30000,RENT,1.0,B,10000,11.14,0.33,1,2
24000,RENT,3.0,B,5000,10.62,0.21,0,5
72000,MORTGAGE,11.0,B,7000,9.99,0.1,0,3
45000,RENT,6.0,A,7000,7.88,0.15,0,5
38400,RENT,5.0,C,4200,13.61,0.11,0,12
110000,MORTGAGE,8.0,A,6000,6.17,0.05,0,6
50000,RENT,0.0,B,3000,10.59,0.06,0,1
48000,RENT,13.0,C,14000,15.23,0.29,0,9
95000,MORTGAGE,5.0,B,13000,9.88,0.14,0,5
65000,MORTGAGE,1.0,B,6000,11.99,0.09,0,4
72000,MORTGAGE,4.0,C,12000,12.87,0.17,0,11
30000,RENT,2.0,B,3000,11.49,0.1,0,6
73200,RENT,5.0,A,10000,7.14,0.14,0,2
33000,RENT,3.0,B,5000,11.86,0.15,0,3
45000,MORTGAGE,2.0,C,5000,13.99,0.11,0,4
65000,MORTGAGE,0.0,D,30000,15.99,0.46,0,4
42000,RENT,1.0,A,6000,7.88,0.14,0,5
71400,MORTGAGE,3.0,C,10000,14.17,0.14,0,1
128004,MORTGAGE,2.0,A,6000,6.91,0.05,0,2
48400,RENT,4.0,C,3000,12.61,0.06,0,1
143000,RENT,1.0,E,20000,17.04,0.14,0,10
70000,MORTGAGE,6.0,A,4000,7.42,0.06,0,2
48000,OWN,0.0,B,5000,10.08,0.1,0,1
57000,OWN,0.0,B,3000,10.51,0.05,0,2
59000,MORTGAGE,5.0,C,9000,13.99,0.15,1,4
36000,RENT,0.0,A,2000,6.03,0.06,0,5
70000,OWN,4.0,C,8000,13.35,0.11,0,10
60000,MORTGAGE,6.0,B,7000,9.76,0.12,0,6
30000,RENT,3.0,C,5000,13.61,0.17,0,12
39000,RENT,3.0,C,8000,11.34,0.21,1,6
30000,RENT,1.0,D,10000,15.58,0.33,1,1
50000,RENT,4.0,D,6000,16.77,0.12,0,8
54000,MORTGAGE,3.0,A,2000,7.9,0.04,0,3
42000,RENT,4.0,D,10000,16.07,0.24,0,3
44000,RENT,7.0,A,7000,7.51,0.16,0,3
135000,MORTGAGE,8.0,B,16000,10.99,0.12,0,4
35000,RENT,0.0,B,1000,11.26,0.03,0,5
50960,RENT,6.0,D,1500,15.28,0.03,0,3
30000,MORTGAGE,8.0,C,5000,12.23,0.17,1,11
123600,MORTGAGE,16.0,A,12000,6.92,0.1,0,2
62900,MORTGAGE,5.0,E,7500,15.57,0.1,1,11
48000,RENT,8.0,B,5000,10.65,0.1,0,6
50000,RENT,2.0,B,3600,11.99,0.07,0,6
48000,RENT,15.0,C,3000,11.78,0.06,0,9
37000,RENT,5.0,A,17000,7.88,0.46,1,5
60000,RENT,8.0,B,8000,11.36,0.13,0,3
42000,RENT,1.0,D,6000,14.42,0.14,1,9
85000,MORTGAGE,4.0,A,10000,5.99,0.12,0,4
100000,MORTGAGE,5.0,D,13200,16.77,0.13,0,7
85000,MORTGAGE,1.0,B,10500,12.69,0.12,0,1
75000,MORTGAGE,14.0,A,7000,7.14,0.09,0,1
40000,RENT,2.0,B,18000,9.91,0.45,1,1
26400,RENT,5.0,B,4750,12.69,0.17,0,2
65000,MORTGAGE,0.0,A,4000,6.76,0.06,0,2
75000,RENT,3.0,B,5000,9.25,0.07,0,6
125000,MORTGAGE,4.0,C,12500,12.87,0.1,0,2
30000,RENT,0.0,D,14000,14.96,0.47,1,1
31000,MORTGAGE,5.0,C,5000,12.09,0.16,0,8
40000,RENT,1.0,B,7000,9.99,0.17,0,4
42000,RENT,0.0,B,4000,10.37,0.1,0,6
70000,MORTGAGE,5.0,B,6000,11.26,0.09,0,4
75000,RENT,3.0,B,5000,10.25,0.07,0,4
28800,RENT,3.0,A,5675,7.9,0.2,0,6
49000,MORTGAGE,12.0,A,14000,7.88,0.29,0,6
42000,RENT,4.0,B,4000,9.63,0.1,0,2
73500,RENT,3.0,C,7500,15.23,0.1,0,11
45000,RENT,5.0,D,7000,15.58,0.16,0,1
70000,RENT,4.0,A,4000,8.0,0.06,0,2
39000,RENT,0.0,D,15000,12.92,0.38,1,2
74029,RENT,0.0,B,3000,10.36,0.04,0,6
70000,RENT,5.0,B,10000,10.37,0.14,0,2
54000,RENT,5.0,D,6000,16.49,0.11,1,9
45000,MORTGAGE,3.0,A,8000,9.32,0.18,0,6
60000,RENT,7.0,D,25475,16.29,0.42,1,4
84000,RENT,5.0,D,21000,15.31,0.25,0,2
150000,MORTGAGE,6.0,B,25000,10.74,0.17,0,4
39672,RENT,18.0,D,16750,15.28,0.42,1,6
125000,MORTGAGE,0.0,A,8000,7.51,0.06,0,3
70000,RENT,0.0,A,5000,6.17,0.07,0,3
73000,MORTGAGE,0.0,A,14400,8.59,0.2,0,3
72000,RENT,8.0,B,16000,11.71,0.22,0,3
53326,MORTGAGE,5.0,A,9000,7.14,0.17,0,5
35000,RENT,12.0,B,6500,10.65,0.18,0,3
150000,MORTGAGE,1.0,A,8000,7.9,0.05,0,6
59000,RENT,4.0,C,4800,13.99,0.08,1,1
40000,MORTGAGE,8.0,A,10000,6.62,0.25,0,6
55000,MORTGAGE,5.0,A,12000,6.03,0.22,0,6
40000,MORTGAGE,0.0,A,5000,8.0,0.13,0,2
84000,MORTGAGE,7.0,D,21000,14.11,0.25,1,12
64800,RENT,7.0,C,7000,15.96,0.11,0,9
63000,RENT,6.0,C,11200,13.49,0.18,0,5
43200,OWN,13.0,A,5000,6.99,0.12,0,1
42000,RENT,6.0,A,3200,8.49,0.08,1,6
42000,MORTGAGE,1.0,B,1500,12.21,0.04,0,3
67000,RENT,9.0,D,20000,15.05,0.3,1,12
110000,MORTGAGE,5.0,A,5000,6.03,0.05,0,3
54000,MORTGAGE,10.0,B,5000,10.0,0.09,0,5
65000,MORTGAGE,2.0,A,8000,7.49,0.12,0,5
60000,MORTGAGE,7.0,C,5000,15.27,0.08,0,12
90000,MORTGAGE,9.0,A,6500,5.99,0.07,0,4
42000,OWN,29.0,D,9000,14.96,0.21,0,8
78000,MORTGAGE,2.0,C,6000,13.22,0.08,1,1
85000,RENT,4.0,B,24000,12.69,0.28,0,5
60000,RENT,5.0,A,10000,7.49,0.17,0,3
58000,RENT,4.0,B,12000,9.91,0.21,0,5
44000,RENT,3.0,B,10000,11.36,0.23,1,4
69000,RENT,2.0,D,10000,16.77,0.14,1,12
71000,RENT,3.0,A,6000,7.29,0.08,0,5
30000,RENT,1.0,A,12250,6.54,0.41,1,1
90000,RENT,6.0,C,20000,13.49,0.22,0,8
60000,RENT,0.0,C,11500,13.49,0.19,0,10
50000,RENT,7.0,B,15000,9.99,0.3,0,2
36000,MORTGAGE,5.0,D,4500,16.29,0.13,0,3
30000,RENT,3.0,A,3000,8.94,0.1,0,6
62004,RENT,4.0,B,12000,11.49,0.19,0,1
55000,MORTGAGE,2.0,B,7500,11.48,0.14,0,4
62130,MORTGAGE,5.0,A,8400,7.9,0.14,0,4
80000,RENT,0.0,A,30000,7.29,0.38,1,3
75000,MORTGAGE,7.0,C,15000,12.68,0.2,0,2
100000,RENT,1.0,C,20000,13.57,0.2,0,3
81400,RENT,2.0,D,20000,14.84,0.25,1,7
50000,MORTGAGE,8.0,B,3000,10.37,0.06,0,3
40000,RENT,2.0,B,8000,10.74,0.2,0,6
75000,RENT,3.0,A,20000,5.79,0.27,0,5
56004,RENT,0.0,B,15000,11.26,0.27,0,2
25000,RENT,2.0,B,6500,11.11,0.28,0,3
65000,RENT,3.0,A,17500,6.54,0.27,0,3
30000,RENT,0.0,D,1500,14.61,0.05,1,12
30000,RENT,1.0,B,7200,11.71,0.23,0,3
54000,RENT,7.0,C,10000,14.27,0.19,0,11
72000,OWN,4.0,B,2400,12.69,0.03,0,4
48000,MORTGAGE,7.0,B,4800,10.74,0.1,0,1
35000,RENT,5.0,B,6000,11.71,0.17,0,2
63996,MORTGAGE,4.0,B,6000,10.75,0.1,0,1
54600,RENT,5.0,A,5600,7.49,0.11,0,6
60000,MORTGAGE,3.0,A,6000,7.51,0.1,0,6
42000,RENT,6.0,A,5000,6.91,0.12,1,2
39600,RENT,7.0,D,5600,14.96,0.14,1,6
96000,MORTGAGE,0.0,C,15000,13.48,0.16,0,6
38004,RENT,5.0,E,4000,19.42,0.11,1,7
61000,RENT,1.0,B,1200,9.99,0.02,0,6
43200,RENT,4.0,C,10000,14.26,0.23,0,8
62900,RENT,8.0,D,12000,15.62,0.16,1,5
34999,MORTGAGE,7.0,A,12000,9.63,0.34,0,3
70000,MORTGAGE,13.0,A,7000,7.88,0.1,0,5
25000,RENT,2.0,B,3000,12.53,0.12,0,2
40000,RENT,0.0,B,15000,11.89,0.38,1,6
14400,RENT,3.0,B,6000,10.99,0.42,1,4
42000,RENT,1.0,A,1200,8.9,0.03,0,2
75000,RENT,7.0,A,14000,7.9,0.19,0,2
40000,RENT,3.0,C,7000,14.22,0.17,0,3
151800,MORTGAGE,1.0,A,20000,8.49,0.14,1,2
54000,MORTGAGE,6.0,D,6500,16.77,0.12,1,6
96000,MORTGAGE,4.0,B,10000,12.69,0.1,0,6
120000,MORTGAGE,0.0,B,8275,9.01,0.07,0,6
48000,MORTGAGE,7.0,A,4800,8.9,0.1,1,2
27000,MORTGAGE,1.0,B,5000,12.21,0.19,0,1
28320,RENT,4.0,D,8700,14.61,0.31,1,1
70000,OWN,7.0,B,14000,10.37,0.2,0,4
25000,RENT,1.0,B,9450,10.65,0.36,1,3
66000,RENT,0.0,C,10000,14.27,0.15,0,6
44000,MORTGAGE,8.0,A,17000,8.9,0.39,1,6
95950,MORTGAGE,5.0,A,12500,5.79,0.15,0,1
55000,MORTGAGE,2.0,B,7200,10.59,0.13,0,6
67092,MORTGAGE,11.0,C,9000,11.59,0.13,0,9
40000,RENT,0.0,A,12000,6.54,0.3,1,6
70000,RENT,2.0,B,20000,11.86,0.29,0,2
39000,RENT,4.0,B,4000,10.25,0.1,0,1
150000,MORTGAGE,12.0,A,7200,7.51,0.05,0,6
57000,RENT,2.0,G,20000,20.17,0.36,1,11
54000,MORTGAGE,3.0,B,7000,10.65,0.13,0,2
70000,RENT,9.0,B,25000,9.62,0.36,1,4
88000,RENT,1.0,A,9000,8.94,0.1,0,5
54000,RENT,5.0,B,20000,11.12,0.37,1,1
60000,RENT,5.0,D,20000,16.77,0.33,1,3
45000,RENT,0.0,A,4000,7.29,0.09,0,6
48000,MORTGAGE,8.0,A,10500,8.94,0.22,0,5
60000,RENT,12.0,B,5000,12.42,0.08,0,5
60000,RENT,11.0,B,6000,9.99,0.1,0,5
70000,MORTGAGE,4.0,A,5600,5.42,0.08,0,6
72000,RENT,4.0,B,15000,12.42,0.21,0,4
55000,RENT,7.0,D,15000,16.32,0.27,0,7
110000,MORTGAGE,7.0,A,12000,5.79,0.11,0,2
120000,MORTGAGE,8.0,A,2400,5.42,0.02,0,4
36000,MORTGAGE,0.0,B,12000,10.37,0.33,0,3
62400,RENT,1.0,D,9600,16.32,0.15,1,6
48000,RENT,2.0,B,10000,12.18,0.21,0,3
50000,MORTGAGE,8.0,A,9600,7.51,0.19,0,4
35000,RENT,5.0,C,5000,15.23,0.14,0,2
47000,RENT,2.0,B,12000,10.0,0.26,0,2
54000,MORTGAGE,5.0,A,5000,5.42,0.09,0,4
24000,OWN,2.0,A,1200,7.4,0.05,1,3
60000,MORTGAGE,2.0,B,2150,10.37,0.04,0,5
96000,MORTGAGE,1.0,A,11000,7.49,0.11,0,4
28800,RENT,0.0,A,5000,7.51,0.17,0,2
56000,MORTGAGE,4.0,B,12800,10.75,0.22,0,2
40000,RENT,1.0,D,2500,16.0,0.06,1,6
45000,MORTGAGE,7.0,A,7000,7.74,0.16,0,1
80000,OWN,8.0,A,10000,6.03,0.13,0,4
36000,RENT,7.0,B,15000,10.62,0.4,1,5
36000,OWN,7.0,D,17500,15.21,0.48,0,9
75000,MORTGAGE,4.0,A,18000,7.9,0.24,0,2
27036,RENT,3.0,C,6000,13.22,0.22,0,6
40000,MORTGAGE,3.0,B,6000,10.99,0.15,0,6
41000,RENT,0.0,A,12000,7.9,0.29,0,5
36000,MORTGAGE,6.0,A,2500,7.14,0.07,0,2
92700,MORTGAGE,13.0,C,1500,13.06,0.02,0,12
43200,RENT,1.0,B,10000,9.91,0.23,0,2
68000,MORTGAGE,2.0,B,6500,11.99,0.1,0,6
90000,MORTGAGE,5.0,C,15000,14.27,0.17,0,10
50000,OWN,1.0,A,2400,7.66,0.05,0,2
100000,MORTGAGE,5.0,A,14000,7.88,0.14,0,1
44000,RENT,2.0,D,11000,15.21,0.26,1,5
51996,RENT,1.0,C,4000,13.98,0.08,0,9
35000,RENT,4.0,B,10000,11.49,0.29,0,1
55000,MORTGAGE,15.0,A,11000,5.42,0.2,0,3
87988,MORTGAGE,16.0,D,25000,16.32,0.31,1,12
40000,RENT,0.0,D,5000,15.31,0.13,0,5
105000,RENT,6.0,B,24000,12.69,0.23,0,4
60000,RENT,4.0,B,10000,11.14,0.17,0,3
70000,MORTGAGE,12.0,A,15000,6.62,0.2,0,4
160000,RENT,9.0,D,7500,14.96,0.05,0,3
80000,MORTGAGE,4.0,A,10000,6.99,0.13,0,3
63000,MORTGAGE,1.0,C,10000,12.73,0.16,0,5
53000,RENT,0.0,C,10000,13.22,0.19,0,2
25000,MORTGAGE,5.0,A,5500,7.51,0.21,0,1
49000,RENT,2.0,C,10000,13.11,0.2,1,8
69000,MORTGAGE,0.0,D,15000,14.96,0.22,1,12
60000,MORTGAGE,4.0,A,7000,6.92,0.12,0,2
120000,MORTGAGE,1.0,A,6000,7.51,0.05,0,3
90000,MORTGAGE,9.0,A,5000,8.0,0.06,0,5
100000,MORTGAGE,1.0,A,7000,6.76,0.07,0,4
48000,MORTGAGE,10.0,A,7000,6.54,0.15,0,6
90000,MORTGAGE,7.0,A,15000,7.51,0.17,0,6
43288,RENT,7.0,C,10000,12.87,0.23,0,2
60000,RENT,8.0,B,7000,9.99,0.12,0,5
30000,RENT,1.0,A,6000,7.88,0.2,0,3
40000,MORTGAGE,7.0,B,4800,11.71,0.12,0,5
24000,OWN,5.0,B,6000,11.83,0.25,0,1
73700,RENT,3.0,F,5000,18.25,0.06,1,12
105000,MORTGAGE,6.0,A,6000,7.74,0.06,0,3
35004,RENT,1.0,D,5000,15.95,0.14,1,6
60000,MORTGAGE,6.0,B,3500,10.25,0.06,0,6
60000,OWN,7.0,A,10000,8.94,0.17,0,5
42000,MORTGAGE,2.0,B,3000,9.76,0.07,0,5
121000,MORTGAGE,15.0,C,18400,13.48,0.15,0,10
65000,MORTGAGE,2.0,A,3000,5.42,0.05,0,5
170000,MORTGAGE,14.0,A,15000,8.94,0.09,0,2
53796,RENT,1.0,B,12000,10.96,0.23,0,6
81000,MORTGAGE,11.0,D,12000,14.59,0.15,0,9
60000,MORTGAGE,0.0,A,8500,9.63,0.14,0,4
57000,MORTGAGE,6.0,A,6000,7.14,0.11,0,1
52800,MORTGAGE,2.0,A,5600,7.29,0.11,0,3
72000,MORTGAGE,2.0,F,21000,21.36,0.28,1,4
42000,RENT,1.0,B,3000,10.99,0.07,0,5
65000,MORTGAGE,2.0,C,10000,12.73,0.15,0,5
50000,RENT,7.0,B,4800,10.99,0.1,0,1
59000,MORTGAGE,2.0,A,4000,7.14,0.07,0,2
42000,RENT,5.0,B,12000,9.63,0.29,0,1
72000,MORTGAGE,10.0,B,6000,10.01,0.08,0,1
54000,RENT,0.0,C,4000,13.23,0.07,1,3
40000,OWN,3.0,B,9600,11.26,0.24,0,2
100000,MORTGAGE,2.0,B,11200,9.91,0.11,0,3
81960,MORTGAGE,11.0,A,15000,6.03,0.18,0,4
100000,RENT,0.0,A,10000,5.42,0.1,0,2
122000,MORTGAGE,9.0,A,6000,7.51,0.05,0,1
58500,RENT,4.0,C,4000,13.49,0.07,0,8
72960,MORTGAGE,2.0,B,10000,10.99,0.14,0,5
45000,RENT,4.0,B,2000,11.49,0.04,0,6
30000,RENT,3.0,A,5000,6.62,0.17,0,2
85000,MORTGAGE,7.0,B,10000,11.71,0.12,0,6
45000,RENT,9.0,B,20000,11.48,0.44,1,1
56000,MORTGAGE,7.0,C,8000,14.65,0.14,0,11
72000,MORTGAGE,7.0,A,7000,7.49,0.1,0,6
73000,RENT,0.0,D,6000,15.62,0.08,1,12
